,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
STARD5,0.7814029363784665,0.6738929889298892,0.6055923473142016,0.5531054759279677,0.5232621784345921,0.36654874213836497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMBR1,0.624116367591082,0.5146063960639606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTRK2,0.7224034801522566,0.6224630996309963,0.5713760117733627,0.5308710033076072,0.4080459770114978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAC2,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASAL1,0.7230831973898857,0.6190036900369004,0.5551876379690949,0.5147004777655272,0.39354132457580976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC57,0.6430125067971724,0.5853321033210332,0.5177826833456002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42SE1,0.6615008156606851,0.5382841328413284,0.4822173166544054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY6D,0.6794453507340945,0.6081642066420664,0.5570272259013984,0.4773980154354976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MX2,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRS,0.6441000543773789,0.5837177121771218,0.5160657346087828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRSK2,0.7415715062533985,0.5821033210332103,0.5251410350748099,0.4694965086365299,0.3526272577996743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA7,0.7069059271343121,0.6683579335793358,0.6096394407652685,0.5731348768834986,0.5043787629994526,0.4213836477987424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR13,0.6487221315932572,0.5800276752767527,0.5003679175864623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM14,0.6112017400761283,0.5176814268142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BET1L,0.6783578031538879,0.6060885608856088,0.5582536178562671,0.4479970599044438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSORS1C2,0.7069059271343121,0.6388376383763837,0.5852342408633799,0.5371187063579563,0.43130815544608947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHKA1,0.7317835780315388,0.6713560885608856,0.6169977924944813,0.556229327453142,0.5229885057471263,0.3789308176100635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAS2,0.7717509516041327,0.6854243542435424,0.6335540838852097,0.5644983461962512,0.532567049808429,0.5035377358490567,0.3416095890410948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM1F,0.7513594344752582,0.6194649446494465,0.5485651214128036,0.5257258360896729,0.5002736726874656,0.37834119496855423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO44,0.7717509516041327,0.6854243542435424,0.6335540838852097,0.5644983461962512,0.532567049808429,0.5035377358490567,0.3416095890410948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM1M,0.7164219684611202,0.6213099630996309,0.5619327937208735,0.5093715545755234,0.36795292829775916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR60,0.7317835780315388,0.6713560885608856,0.6169977924944813,0.556229327453142,0.5229885057471263,0.3789308176100635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDA,0.6595976073953235,0.5588099630996309,0.4974245768947783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAIAP2L2,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFI1B,0.7122077215878194,0.6040129151291512,0.5415746872700516,0.504593899301727,0.3793103448275898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF13C,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC87,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP32,0.8660957041870581,0.7878228782287823,0.7100809418690214,0.6383682469680265,0.5957854406130269,0.5212264150943396,0.4914383561643835,0.47152428810720276,0.4203980099502488,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0
LAIR1,0.6302338227297444,0.5807195571955719,0.499141525631594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK2,0.648858075040783,0.5770295202952029,0.4870002452783924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP1B2,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCOLCE,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERP29,0.7054105492115279,0.647140221402214,0.5809418690213393,0.5396912899669236,0.4386973180076655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTBP2,0.6186786296900488,0.5264452644526443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF5A,0.6783578031538879,0.6060885608856088,0.5582536178562671,0.4479970599044438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT83,0.8458401305057095,0.7827490774907749,0.7222222222222222,0.645167217934583,0.5949644225506295,0.5322327044025158,0.485730593607306,0.4706867671691792,0.4328358208955224,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2,0.7654975530179444,0.5807195571955719,0.5224429727740986,0.4729878721058431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNP2,0.6430125067971724,0.5853321033210332,0.5177826833456002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYGA,0.7637302882001087,0.6607472324723247,0.5798381162619574,0.5459389930172731,0.5213464696223317,0.390919811320756,0.3321917808219168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRGPRE,0.6302338227297444,0.5807195571955719,0.499141525631594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYRIP,0.6112017400761283,0.5176814268142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A14,0.7313757476889613,0.6503690036900369,0.5779985283296541,0.5257258360896728,0.49698960043787616,0.402122641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEZ6L2,0.8984502446982054,0.7954335793357933,0.7189109639440765,0.663175303197354,0.6141215106732348,0.5640723270440252,0.519406392694064,0.49664991624790616,0.43532338308457713,0.4227642276422764,0.2983333333333335,0.0,0.0,0.0,0.0,0.0
EMX1,0.6801250679717237,0.5984778597785978,0.54243316163846,0.4533259830944478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPP3,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS27,0.7165579119086459,0.621079335793358,0.5685553102771649,0.5249908122013963,0.3853311439518366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC45,0.8485589994562261,0.764990774907749,0.6916850625459897,0.639287026828372,0.5793650793650793,0.5357704402515724,0.4948630136986301,0.47236180904522607,0.4203980099502488,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0
ZSCAN22,0.6517128874388254,0.5468173431734317,0.45474613686534593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSTF3,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST8,0.7351821642196845,0.6535977859778598,0.5960264900662252,0.548144064682102,0.5043787629994525,0.3531839622641506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTMT,0.892468733007069,0.8507841328413284,0.8156732891832229,0.7791253215729511,0.7594417077175698,0.7193396226415094,0.6832191780821918,0.6306532663316583,0.5186567164179104,0.475609756097561,0.43999999999999995,0.4193548387096774,0.40625,0.36363636363636365,0.0,0.0
SLC14A2,0.7758292550299075,0.7225553505535055,0.6758646063281825,0.6247703050349137,0.5760810071154899,0.5224056603773586,0.4817351598173517,0.4706867671691791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4C,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCSK1N,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATSPER2,0.7325992387166937,0.6932656826568265,0.6254598969830758,0.579750091877986,0.543240284619595,0.48506289308176115,0.39355022831050157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASXL2,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRFAP1,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARX,0.7203643284393692,0.6499077490774907,0.5897718910963944,0.5292171995589855,0.5008210180623972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRE,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBA1,0.6112017400761283,0.5176814268142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE1,0.689505165851006,0.5975553505535055,0.5313956340446434,0.4296214626975334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL13,0.7317835780315388,0.6713560885608856,0.6169977924944813,0.556229327453142,0.5229885057471263,0.3789308176100635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2RX5,0.6112017400761283,0.5176814268142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPDC1,0.7066340402392604,0.6459870848708487,0.5566593083149375,0.5117603822124217,0.3869731800766314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCLO,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTP4,0.6776780859162588,0.6199261992619925,0.5451312239391713,0.4531422271223771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCHSD1,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HES2,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACRBP,0.6430125067971724,0.5853321033210332,0.5177826833456002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORT,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC9,0.7096247960848286,0.5871771217712177,0.5378955114054452,0.502388827636898,0.3787629994526575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3BP1,0.6302338227297444,0.5807195571955719,0.499141525631594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMD10,0.7839858618814572,0.7276291512915128,0.6729212656364975,0.6368981991914738,0.5949644225506293,0.5495283018867925,0.4942922374429224,0.4698492462311557,0.3184079601990052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17RC,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCLL1,0.7430668841761826,0.6771217712177121,0.6350257542310522,0.5773612642410878,0.522167487684729,0.4870283018867926,0.3353310502283095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKD2,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAL3ST4,0.6704730831973899,0.5980166051660516,0.5500367917586463,0.4667401690554916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35C1,0.6608210984230559,0.5498154981549815,0.46946284032377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R12B,0.6155519303969548,0.5091482164821649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAP2,0.6628602501359434,0.544280442804428,0.4444444444444458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHAT,0.6112017400761283,0.5176814268142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8L2,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,0.66557911908646,0.5715713407134072,0.4210203581064488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASL10A,0.753942359978249,0.6997232472324723,0.6449595290654894,0.5817714075707462,0.5432402846195948,0.49803459119496873,0.4680365296803654,0.3144891122278065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL7,0.6430125067971724,0.5853321033210332,0.5177826833456002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF15,0.8607939097335507,0.7698339483394834,0.7060338484179544,0.6595001837559722,0.6113847837985769,0.5467767295597483,0.5142694063926941,0.4941373534338359,0.43905472636815923,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0
DUOXA2,0.6417890157694398,0.5763376383763837,0.48393426539122175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOV,0.613784665579119,0.5058425584255841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBN2,0.6441000543773789,0.5837177121771218,0.5160657346087828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACRG,0.7096247960848286,0.628920664206642,0.5745646308560216,0.5180080852627708,0.3973727422003324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYNX1,0.6806688417618271,0.5952490774907749,0.5472160902624482,0.4181367144432185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALGPS2,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPN,0.7464654703643284,0.661669741697417,0.5971302428256071,0.5453877251010656,0.5218938149972631,0.37382075471698145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCYAP1R1,0.641653072321914,0.5807195571955719,0.49178317390238196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRHL2,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLIS1,0.6794453507340945,0.6081642066420664,0.5570272259013984,0.4773980154354976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADD,0.668705818379554,0.5724169741697417,0.5331125827814569,0.41694230062476645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTB4R2,0.6430125067971724,0.5853321033210332,0.5177826833456002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A4,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,0.7066340402392604,0.6459870848708487,0.5566593083149375,0.5117603822124217,0.3869731800766314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITIH1,0.6514410005437737,0.5761070110701106,0.4699533971057167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMILIN1,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDH1,0.694942903752039,0.5804889298892989,0.5229335295560466,0.3842337375964685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC8A1,0.648858075040783,0.5770295202952029,0.4870002452783924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLIP2,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND3,0.648858075040783,0.5770295202952029,0.4870002452783924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA3,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD11,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
