,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
MYO18B,0.862817483756645,0.7770571544385894,0.7167095115681233,0.6701538461538462,0.6209395302348826,0.5775193798449613,0.5398665261678959,0.5010364842454395,0.463556851311953,0.4485002829654781,0.3666341780376887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMC1,0.7728883638511518,0.6777462505066882,0.5930591259640102,0.557948717948718,0.5263618190904548,0.5073047107930829,0.4589041095890412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,0.6968399291199054,0.6297122010539116,0.5799485861182517,0.5377435897435899,0.4995002498750625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNA2,0.8700531600708801,0.8246858532630725,0.7868894601542415,0.7418461538461538,0.6947776111944027,0.6544424567680382,0.6055497014401124,0.5597014925373134,0.5051020408163266,0.4810413129598189,0.4558154645873944,0.43219696969696986,0.3692640692640691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHGA,0.6302421736562316,0.5464126469396028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWC2,0.7136739515652687,0.6104580462099716,0.5688089117395029,0.5286153846153858,0.48588205897051673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD177,0.6253691671588896,0.5145250641805161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS4,0.8967808623744832,0.866639643291447,0.8408740359897172,0.8055384615384615,0.7948525737131433,0.7723613595706619,0.7588689848963822,0.7402570480928691,0.7184159378036928,0.7224108658743633,0.7131254061078622,0.7162878787878788,0.7194805194805195,0.7064896755162242,0.6907894736842105,0.6818181818181818,0.6751054852320675,0.6463963963963963,0.6363636363636365,0.6405405405405405,0.5993975903614458,0.5701754385964911,0.4851851851851852,0.4186991869918701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADPRH,0.7377436503248671,0.6751114714227807,0.6190231362467866,0.5554871794871795,0.5073713143428286,0.4850924269528919,0.4518791710572528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMX1,0.7015652687536916,0.6299148763680583,0.5852613538988861,0.5495384615384616,0.5003748125937051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEB1,0.8645894861193149,0.814349412241589,0.7812339331619537,0.752,0.7446276861569215,0.7429934406678592,0.7413066385669125,0.7321724709784411,0.7334791059280855,0.7385398981324278,0.7384665367121508,0.7321969696969697,0.7350649350649351,0.7418879056047197,0.7368421052631579,0.7290909090909091,0.7426160337552742,0.713963963963964,0.6691919191919192,0.6270270270270271,0.5843373493975904,0.489035087719298,0.4592592592592594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZC3H7B,0.7578263437684584,0.6805837049047426,0.6185089974293059,0.5598974358974359,0.5092453773113443,0.4846451997614786,0.4524060414471369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC48,0.8227997637330183,0.7549655451965951,0.6928020565552698,0.6372307692307693,0.5890804597701149,0.5557543231961836,0.5266947664207937,0.48590381426202317,0.46550048590864906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QTNF1,0.7107206142941523,0.5762059181191731,0.5143101970865467,0.486256410256412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANCC,0.7232722976963969,0.6145115524929063,0.566923736075407,0.5150769230769245,0.47726136931534435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A1,0.7987300649734199,0.7267936765301987,0.6676092544987146,0.605025641025641,0.5554722638680659,0.5174418604651165,0.4910432033719706,0.4494195688225535,0.440719144800777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOSC6,0.8235380980507974,0.7659100121605188,0.7398457583547557,0.704923076923077,0.6889055472263867,0.6784436493738819,0.6698278890059711,0.6569237147595357,0.6486880466472303,0.6434634974533107,0.6293047433398311,0.6268939393939393,0.6264069264069264,0.6170108161258604,0.5581140350877193,0.48545454545454547,0.4732770745428972,0.43693693693693636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIF,0.68502658003544,0.5579651398459667,0.5028277634961448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHLRC2,0.6876845835794447,0.5993109039319011,0.5475578406169666,0.5061538461538473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCRT2,0.796219728292971,0.714227807053101,0.6498714652956298,0.6021538461538462,0.5524737631184409,0.5153548002385213,0.48261327713382446,0.436152570480927,0.3260447035957269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALX4,0.7892793857058475,0.6953790028374544,0.6326478149100256,0.5800000000000001,0.5428535732133933,0.5107334525939179,0.47523709167544814,0.4023631840796004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPO2,0.8945658594211459,0.8471828131333603,0.8092544987146529,0.7692307692307693,0.7433783108445776,0.7173524150268337,0.7019669827889006,0.6788971807628524,0.6649659863945577,0.6533672891907187,0.6494476933073424,0.6560606060606061,0.6454545454545455,0.6529006882989185,0.6370614035087718,0.6218181818181818,0.6279887482419126,0.5998498498498498,0.5673400673400674,0.5477477477477477,0.532128514056225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUCA1B,0.6302421736562316,0.5370895824888529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINF2,0.7717070289427053,0.6860559383867045,0.6280205655526991,0.5784615384615386,0.5378560719640182,0.5074537865235542,0.48173515981735127,0.4471393034825866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KBTBD2,0.6659775546367395,0.577827320632347,0.5192802056555271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA4,0.6266981689308919,0.5177678692068639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASCL2,0.8123154164205553,0.7417916497770571,0.6763496143958868,0.618974358974359,0.5710894552723639,0.5265354800238523,0.49789251844046356,0.46144278606965117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR114,0.7974010632014176,0.7259829752736117,0.6799485861182519,0.6391794871794872,0.5967016491754122,0.560375670840787,0.5259922725676149,0.48279436152570454,0.43197278911564546,0.3576683644595384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXE3,0.7458653278204371,0.6700445885691123,0.6154241645244215,0.5627692307692309,0.5146176911544229,0.4660107334525922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRTN,0.6779385705847608,0.5897851641670044,0.5500428449014567,0.48646153846153983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS6,0.5748670998227997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF15,0.8452451269935026,0.7845561410620187,0.7341902313624679,0.6901538461538462,0.6602948525737131,0.6280560524746571,0.5890410958904109,0.5381426202321724,0.5065597667638485,0.4833050367855121,0.4629629629629629,0.37575757575757707,0.3593073593073588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJC1,0.7194329592439457,0.6256586947709769,0.5755784061696657,0.5238974358974362,0.48925537231384353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIP5K1A,0.6653868871825163,0.5985002026753141,0.5398457583547558,0.5093333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXJ1,0.8889545186060248,0.8506282934738548,0.825706940874036,0.784,0.748375812093953,0.7070661896243292,0.677906568317527,0.638888888888889,0.6061710398445092,0.5848896434634975,0.5662768031189084,0.5526515151515151,0.532900432900433,0.5206489675516224,0.4742324561403508,0.4672727272727273,0.46272855133614593,0.422672672672672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF14,0.8504134672179563,0.8005674908796109,0.7807197943444729,0.7618461538461538,0.7589955022488756,0.7465712581991651,0.7425360028099753,0.7369402985074627,0.738095238095238,0.7393887945670629,0.7413905133203379,0.7401515151515151,0.7441558441558441,0.7590953785644052,0.7368421052631579,0.7327272727272727,0.740506329113924,0.7199699699699699,0.6994949494949495,0.6990990990990991,0.677710843373494,0.6491228070175438,0.625925925925926,0.559620596205962,0.46428571428571425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAT,0.8363851151801536,0.7573976489663559,0.709254498714653,0.6621538461538462,0.623688155922039,0.5864639236732261,0.5470670881629787,0.5136815920398009,0.487852283770651,0.4626485568760611,0.44054580896686174,0.43693181818181853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRX4,0.7138216184288245,0.5944466963923793,0.5240788346186804,0.48810256410256614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KISS1R,0.7783520378027171,0.6988244831779489,0.6385604113110539,0.5916923076923077,0.5473513243378312,0.5037268932617774,0.45943097997892324,0.4060945273631821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAN,0.7238629651506202,0.6220105391163356,0.5488431876606683,0.5096410256410261,0.46276861569215677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDR2,0.854695806261075,0.8062423996757195,0.7673521850899743,0.720923076923077,0.6822838580709645,0.6381932021466905,0.597119775201967,0.5553482587064678,0.5223517978620019,0.5118845500848896,0.48586744639376217,0.46287878787878795,0.432467532467533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGLA,0.6049911399881867,0.5541143088771787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3G,0.8145304193738925,0.743413052290231,0.6861182519280206,0.6215384615384616,0.5764617691154422,0.5406976744186045,0.5140498770635757,0.47761194029850745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP5,0.8424394565859421,0.7786785569517632,0.7282776349614395,0.6772307692307693,0.6361819090454772,0.6030113297555157,0.5621707060063224,0.5277777777777778,0.5070456754130223,0.4767968307866439,0.44720597790773225,0.43693181818181853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCH2,0.7801240401653868,0.7245642480745845,0.6763496143958868,0.6284102564102565,0.5820839580209894,0.5412939773404889,0.5107130312609763,0.46724709784411245,0.33175413022352107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CADM3,0.5748670998227997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SV2A,0.772740696987596,0.7063234698013782,0.6547557840616967,0.6069743589743591,0.5629685157421289,0.5266845557543234,0.4913944502985596,0.39407131011608404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC8A2,0.8256054341405789,0.7263883259019052,0.6663239074550128,0.6209230769230769,0.5800849575212393,0.5381633870005965,0.508078679311556,0.47699004975124354,0.44460641399416867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBH,0.8120200826934436,0.7622618565058775,0.7110539845758355,0.6682051282051282,0.6329335332333833,0.587656529516995,0.5497014401123989,0.5149253731343284,0.44460641399416845,0.40959252971137705,0.3214749837556861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARVCF,0.6766095688127584,0.5901905147952979,0.5526992287917737,0.502564102564103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXDN,0.827082102776137,0.7756384272395622,0.7359897172236504,0.692923076923077,0.6559220389805097,0.6383422778771616,0.6116965226554266,0.5605306799336651,0.5354713313896987,0.5144312393887945,0.4853801169590643,0.4630681818181819,0.4331168831168838,0.4429695181907576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLX2,0.751624335499114,0.6820024321037698,0.6213367609254499,0.5762051282051284,0.5321089455272363,0.47927847346452,0.4524060414471352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRN,0.8402244536326048,0.7515200648561006,0.6956298200514138,0.6498461538461539,0.5890804597701149,0.5517292784734646,0.5240604144713733,0.48901326699834163,0.463556851311953,0.4354838709677422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCER1G,0.7604843473124631,0.6921361978111066,0.639331619537275,0.5976410256410257,0.5610944527736131,0.5226595110316041,0.4985950122936424,0.4413349917081243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU3F1,0.7625516834022446,0.6593027969193352,0.5632390745501284,0.5168205128205133,0.49400299850075036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCN3A,0.9517129356172475,0.9314957438184029,0.9187660668380462,0.8929230769230769,0.8808095952023988,0.8613595706618963,0.8256059009483666,0.7910447761194029,0.7592322643343052,0.7365591397849462,0.6920077972709551,0.6681818181818181,0.6519480519480519,0.6489675516224189,0.625,0.6090909090909091,0.6181434599156118,0.5765765765765766,0.5505050505050505,0.5261261261261261,0.49397590361445787,0.48684210526315785,0.43703703703703733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G4C,0.8436207914943886,0.8216457235508715,0.7884318766066838,0.7658461538461538,0.7593703148425787,0.7638640429338104,0.7602739726027395,0.7616086235489219,0.7594752186588921,0.7623089983022071,0.7667316439246264,0.7731060606060606,0.7792207792207793,0.7964601769911505,0.787828947368421,0.7781818181818182,0.7890295358649788,0.7837837837837838,0.7575757575757577,0.7486486486486487,0.7349397590361446,0.7083333333333333,0.6851851851851852,0.6341463414634148,0.5922619047619048,0.5471380471380471,0.5268199233716474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECEL1,0.8922031896042528,0.8277259829752736,0.7838046272493573,0.7301538461538462,0.6941529235382309,0.6525044722719141,0.6143308746048471,0.5750414593698175,0.5396015549076774,0.511601584606678,0.4756335282651072,0.4534090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYZL1,0.65253987005316,0.5603972436157276,0.5258783204798628,0.48102564102564205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSIG2,0.9304489072652097,0.9199432509120389,0.9092544987146529,0.8969230769230769,0.886431784107946,0.8770125223613596,0.8593256059009483,0.8432835820895522,0.8277453838678329,0.8135257498585172,0.813840155945419,0.8200757575757575,0.8285714285714286,0.8569321533923304,0.84375,0.8436363636363636,0.8565400843881856,0.831081081081081,0.8232323232323233,0.8513513513513514,0.8403614457831325,0.8223684210526315,0.8148148148148149,0.7967479674796749,0.7991071428571428,0.792929292929293,0.7471264367816092,0.7337662337662338,0.6408450704225352,0.5227272727272727,0.5058479532163743,0.45390070921985815,0.0,0.0,0.0,0.0
EPOR,0.7023036030714708,0.594041345764086,0.5308483290488432,0.49569230769230843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHAC1,0.5748670998227997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
