userId	geneSymbol	geneName	entrezgene	score	gLink
ABCD1	ABCD1	ATP binding cassette subfamily D member 1	215	0	https://www.ncbi.nlm.nih.gov/gene/?term=215
ABCD3	ABCD3	ATP binding cassette subfamily D member 3	5825	1	https://www.ncbi.nlm.nih.gov/gene/?term=5825
ABCD4	ABCD4	ATP binding cassette subfamily D member 4	5826	0	https://www.ncbi.nlm.nih.gov/gene/?term=5826
ABCE1	ABCE1	ATP binding cassette subfamily E member 1	6059	0	https://www.ncbi.nlm.nih.gov/gene/?term=6059
ABCF1	ABCF1	ATP binding cassette subfamily F member 1	23	0	https://www.ncbi.nlm.nih.gov/gene/?term=23
ABCF2	ABCF2	ATP binding cassette subfamily F member 2	10061	0	https://www.ncbi.nlm.nih.gov/gene/?term=10061
ABCF3	ABCF3	ATP binding cassette subfamily F member 3	55324	0	https://www.ncbi.nlm.nih.gov/gene/?term=55324
ABCG1	ABCG1	ATP binding cassette subfamily G member 1	9619	9	https://www.ncbi.nlm.nih.gov/gene/?term=9619
ABCG2	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429	0	https://www.ncbi.nlm.nih.gov/gene/?term=9429
ABCG5	ABCG5	ATP binding cassette subfamily G member 5	64240	0	https://www.ncbi.nlm.nih.gov/gene/?term=64240
ABHD1	ABHD1	abhydrolase domain containing 1	84696	0	https://www.ncbi.nlm.nih.gov/gene/?term=84696
ABHD10	ABHD10	abhydrolase domain containing 10	55347	0	https://www.ncbi.nlm.nih.gov/gene/?term=55347
ABHD11	ABHD11	abhydrolase domain containing 11	83451	0	https://www.ncbi.nlm.nih.gov/gene/?term=83451
ABHD13	ABHD13	abhydrolase domain containing 13	84945	0	https://www.ncbi.nlm.nih.gov/gene/?term=84945
ABHD14A	ABHD14A	abhydrolase domain containing 14A	25864	0	https://www.ncbi.nlm.nih.gov/gene/?term=25864
ABHD14B	ABHD14B	abhydrolase domain containing 14B	84836	1	https://www.ncbi.nlm.nih.gov/gene/?term=84836
ABHD2	ABHD2	abhydrolase domain containing 2	11057	0	https://www.ncbi.nlm.nih.gov/gene/?term=11057
ABHD3	ABHD3	abhydrolase domain containing 3	171586	0	https://www.ncbi.nlm.nih.gov/gene/?term=171586
ABHD6	ABHD6	abhydrolase domain containing 6	57406	0	https://www.ncbi.nlm.nih.gov/gene/?term=57406
ABHD8	ABHD8	abhydrolase domain containing 8	79575	0	https://www.ncbi.nlm.nih.gov/gene/?term=79575
ABI3	ABI3	ABI family member 3	51225	1	https://www.ncbi.nlm.nih.gov/gene/?term=51225
ABI3BP	ABI3BP	ABI family member 3 binding protein	25890	1	https://www.ncbi.nlm.nih.gov/gene/?term=25890
ABL1	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	25	0	https://www.ncbi.nlm.nih.gov/gene/?term=25
ABL2	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	27	25	https://www.ncbi.nlm.nih.gov/gene/?term=27
ABLIM1	ABLIM1	actin binding LIM protein 1	3983	0	https://www.ncbi.nlm.nih.gov/gene/?term=3983
ABLIM2	ABLIM2	actin binding LIM protein family member 2	84448	4	https://www.ncbi.nlm.nih.gov/gene/?term=84448
ABLIM3	ABLIM3	actin binding LIM protein family member 3	22885	0	https://www.ncbi.nlm.nih.gov/gene/?term=22885
ABT1	ABT1	activator of basal transcription 1	29777	0	https://www.ncbi.nlm.nih.gov/gene/?term=29777
ABTB1	ABTB1	ankyrin repeat and BTB domain containing 1	80325	0	https://www.ncbi.nlm.nih.gov/gene/?term=80325
ABTB2	ABTB2	ankyrin repeat and BTB domain containing 2	25841	13	https://www.ncbi.nlm.nih.gov/gene/?term=25841
ACACA	ACACA	acetyl-CoA carboxylase alpha	31	0	https://www.ncbi.nlm.nih.gov/gene/?term=31
ACAD10	ACAD10	acyl-CoA dehydrogenase family member 10	80724	0	https://www.ncbi.nlm.nih.gov/gene/?term=80724
ACAD11	ACAD11	acyl-CoA dehydrogenase family member 11	84129	0	https://www.ncbi.nlm.nih.gov/gene/?term=84129
ACAD9	ACAD9	acyl-CoA dehydrogenase family member 9	28976	0	https://www.ncbi.nlm.nih.gov/gene/?term=28976
ACADM	ACADM	acyl-CoA dehydrogenase medium chain	34	0	https://www.ncbi.nlm.nih.gov/gene/?term=34
ACADS	ACADS	acyl-CoA dehydrogenase short chain	35	0	https://www.ncbi.nlm.nih.gov/gene/?term=35
ACADSB	ACADSB	acyl-CoA dehydrogenase short/branched chain	36	0	https://www.ncbi.nlm.nih.gov/gene/?term=36
ACAN	ACAN	aggrecan	176	0	https://www.ncbi.nlm.nih.gov/gene/?term=176
ACAT1	ACAT1	acetyl-CoA acetyltransferase 1	38	0	https://www.ncbi.nlm.nih.gov/gene/?term=38
ACAT2	ACAT2	acetyl-CoA acetyltransferase 2	39	2	https://www.ncbi.nlm.nih.gov/gene/?term=39
ACBD3	ACBD3	acyl-CoA binding domain containing 3	64746	0	https://www.ncbi.nlm.nih.gov/gene/?term=64746
ACBD4	ACBD4	acyl-CoA binding domain containing 4	79777	1	https://www.ncbi.nlm.nih.gov/gene/?term=79777
ACBD5	ACBD5	acyl-CoA binding domain containing 5	91452	1	https://www.ncbi.nlm.nih.gov/gene/?term=91452
ACD	ACD	ACD, shelterin complex subunit and telomerase recruitment factor	65057	0	https://www.ncbi.nlm.nih.gov/gene/?term=65057
ACE	ACE	angiotensin I converting enzyme	1636	0	https://www.ncbi.nlm.nih.gov/gene/?term=1636
ACE2	ACE2	angiotensin I converting enzyme 2	59272	0	https://www.ncbi.nlm.nih.gov/gene/?term=59272
ACHE	ACHE	acetylcholinesterase (Cartwright blood group)	43	1	https://www.ncbi.nlm.nih.gov/gene/?term=43
ACIN1	ACIN1	apoptotic chromatin condensation inducer 1	22985	0	https://www.ncbi.nlm.nih.gov/gene/?term=22985
ACLY	ACLY	ATP citrate lyase	47	0	https://www.ncbi.nlm.nih.gov/gene/?term=47
ACO1	ACO1	aconitase 1	48	0	https://www.ncbi.nlm.nih.gov/gene/?term=48
ACOT11	ACOT11	acyl-CoA thioesterase 11	26027	0	https://www.ncbi.nlm.nih.gov/gene/?term=26027
ACOT7	ACOT7	acyl-CoA thioesterase 7	11332	0	https://www.ncbi.nlm.nih.gov/gene/?term=11332
ACOT8	ACOT8	acyl-CoA thioesterase 8	10005	0	https://www.ncbi.nlm.nih.gov/gene/?term=10005
ACOX1	ACOX1	acyl-CoA oxidase 1	51	0	https://www.ncbi.nlm.nih.gov/gene/?term=51
ACOX2	ACOX2	acyl-CoA oxidase 2	8309	3	https://www.ncbi.nlm.nih.gov/gene/?term=8309
ACOX3	ACOX3	acyl-CoA oxidase 3, pristanoyl	8310	0	https://www.ncbi.nlm.nih.gov/gene/?term=8310
ACP1	ACP1	acid phosphatase 1	52	0	https://www.ncbi.nlm.nih.gov/gene/?term=52
ACP2	ACP2	acid phosphatase 2, lysosomal	53	0	https://www.ncbi.nlm.nih.gov/gene/?term=53
ACP5	ACP5	acid phosphatase 5, tartrate resistant	54	0	https://www.ncbi.nlm.nih.gov/gene/?term=54
ACP6	ACP6	acid phosphatase 6, lysophosphatidic	51205	0	https://www.ncbi.nlm.nih.gov/gene/?term=51205
ACPP	ACPP	acid phosphatase, prostate	55	0	https://www.ncbi.nlm.nih.gov/gene/?term=55
ACR	ACR	acrosin	49	1	https://www.ncbi.nlm.nih.gov/gene/?term=49
ACRBP	ACRBP	acrosin binding protein	84519	8	https://www.ncbi.nlm.nih.gov/gene/?term=84519
ACSBG1	ACSBG1	acyl-CoA synthetase bubblegum family member 1	23205	0	https://www.ncbi.nlm.nih.gov/gene/?term=23205
ACSL1	ACSL1	acyl-CoA synthetase long chain family member 1	2180	0	https://www.ncbi.nlm.nih.gov/gene/?term=2180
ACSL3	ACSL3	acyl-CoA synthetase long chain family member 3	2181	0	https://www.ncbi.nlm.nih.gov/gene/?term=2181
ACSL4	ACSL4	acyl-CoA synthetase long chain family member 4	2182	1	https://www.ncbi.nlm.nih.gov/gene/?term=2182
ACSL5	ACSL5	acyl-CoA synthetase long chain family member 5	51703	0	https://www.ncbi.nlm.nih.gov/gene/?term=51703
ACSM1	ACSM1	acyl-CoA synthetase medium chain family member 1	116285	0	https://www.ncbi.nlm.nih.gov/gene/?term=116285
ACSM3	ACSM3	acyl-CoA synthetase medium chain family member 3	6296	3	https://www.ncbi.nlm.nih.gov/gene/?term=6296
ACSS1	ACSS1	acyl-CoA synthetase short chain family member 1	84532	5	https://www.ncbi.nlm.nih.gov/gene/?term=84532
ACSS2	ACSS2	acyl-CoA synthetase short chain family member 2	55902	0	https://www.ncbi.nlm.nih.gov/gene/?term=55902
ACTA1	ACTA1	actin alpha 1, skeletal muscle	58	0	https://www.ncbi.nlm.nih.gov/gene/?term=58
ACTA2	ACTA2	actin alpha 2, smooth muscle	59	0	https://www.ncbi.nlm.nih.gov/gene/?term=59
ACTB	ACTB	actin beta	60	0	https://www.ncbi.nlm.nih.gov/gene/?term=60
ACTC1	ACTC1	actin alpha cardiac muscle 1	70	0	https://www.ncbi.nlm.nih.gov/gene/?term=70
ACTG1	ACTG1	actin gamma 1	71	1	https://www.ncbi.nlm.nih.gov/gene/?term=71
ACTG2	ACTG2	actin gamma 2, smooth muscle	72	0	https://www.ncbi.nlm.nih.gov/gene/?term=72
ACTL6B	ACTL6B	actin like 6B	51412	0	https://www.ncbi.nlm.nih.gov/gene/?term=51412
ACTL7A	ACTL7A	actin like 7A	10881	0	https://www.ncbi.nlm.nih.gov/gene/?term=10881
ACTN1	ACTN1	actinin alpha 1	87	1	https://www.ncbi.nlm.nih.gov/gene/?term=87
ACTN2	ACTN2	actinin alpha 2	88	1	https://www.ncbi.nlm.nih.gov/gene/?term=88
ACTN3	ACTN3	actinin alpha 3 (gene/pseudogene)	89	0	https://www.ncbi.nlm.nih.gov/gene/?term=89
ACTN4	ACTN4	actinin alpha 4	81	0	https://www.ncbi.nlm.nih.gov/gene/?term=81
ACTR10	ACTR10	actin related protein 10	55860	0	https://www.ncbi.nlm.nih.gov/gene/?term=55860
ACTR1A	ACTR1A	actin related protein 1A	10121	0	https://www.ncbi.nlm.nih.gov/gene/?term=10121
ACTR1B	ACTR1B	actin related protein 1B	10120	0	https://www.ncbi.nlm.nih.gov/gene/?term=10120
ACTR2	ACTR2	actin related protein 2	10097	0	https://www.ncbi.nlm.nih.gov/gene/?term=10097
ACTR6	ACTR6	actin related protein 6	64431	0	https://www.ncbi.nlm.nih.gov/gene/?term=64431
ACTR8	ACTR8	actin related protein 8	93973	0	https://www.ncbi.nlm.nih.gov/gene/?term=93973
ACVR1	ACVR1	activin A receptor type 1	90	1	https://www.ncbi.nlm.nih.gov/gene/?term=90
ACVR1B	ACVR1B	activin A receptor type 1B	91	0	https://www.ncbi.nlm.nih.gov/gene/?term=91
ACVR1C	ACVR1C	activin A receptor type 1C	130399	0	https://www.ncbi.nlm.nih.gov/gene/?term=130399
ACVR2A	ACVR2A	activin A receptor type 2A	92	0	https://www.ncbi.nlm.nih.gov/gene/?term=92
ACY1	ACY1	aminoacylase 1	95	0	https://www.ncbi.nlm.nih.gov/gene/?term=95
ACY3	ACY3	aminoacylase 3	91703	0	https://www.ncbi.nlm.nih.gov/gene/?term=91703
ACYP1	ACYP1	acylphosphatase 1	97	0	https://www.ncbi.nlm.nih.gov/gene/?term=97
ADA	ADA	adenosine deaminase	100	0	https://www.ncbi.nlm.nih.gov/gene/?term=100
ADAL	ADAL	adenosine deaminase like	161823	0	https://www.ncbi.nlm.nih.gov/gene/?term=161823
ADAM10	ADAM10	ADAM metallopeptidase domain 10	102	0	https://www.ncbi.nlm.nih.gov/gene/?term=102
ADAM11	ADAM11	ADAM metallopeptidase domain 11	4185	0	https://www.ncbi.nlm.nih.gov/gene/?term=4185
ADAM12	ADAM12	ADAM metallopeptidase domain 12	8038	4	https://www.ncbi.nlm.nih.gov/gene/?term=8038
ADAM15	ADAM15	ADAM metallopeptidase domain 15	8751	0	https://www.ncbi.nlm.nih.gov/gene/?term=8751
ADAM17	ADAM17	ADAM metallopeptidase domain 17	6868	0	https://www.ncbi.nlm.nih.gov/gene/?term=6868
ADAM19	ADAM19	ADAM metallopeptidase domain 19	8728	0	https://www.ncbi.nlm.nih.gov/gene/?term=8728
ADAM21	ADAM21	ADAM metallopeptidase domain 21	8747	0	https://www.ncbi.nlm.nih.gov/gene/?term=8747
ADAM23	ADAM23	ADAM metallopeptidase domain 23	8745	3	https://www.ncbi.nlm.nih.gov/gene/?term=8745
ADAM28	ADAM28	ADAM metallopeptidase domain 28	10863	0	https://www.ncbi.nlm.nih.gov/gene/?term=10863
ADAM32	ADAM32	ADAM metallopeptidase domain 32	203102	13	https://www.ncbi.nlm.nih.gov/gene/?term=203102
ADAM33	ADAM33	ADAM metallopeptidase domain 33	80332	0	https://www.ncbi.nlm.nih.gov/gene/?term=80332
ADAM8	ADAM8	ADAM metallopeptidase domain 8	101	7	https://www.ncbi.nlm.nih.gov/gene/?term=101
ADAM9	ADAM9	ADAM metallopeptidase domain 9	8754	0	https://www.ncbi.nlm.nih.gov/gene/?term=8754
ADAMDEC1	ADAMDEC1	ADAM like decysin 1	27299	0	https://www.ncbi.nlm.nih.gov/gene/?term=27299
ADAMTS1	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	0	https://www.ncbi.nlm.nih.gov/gene/?term=9510
ADAMTS12	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	0	https://www.ncbi.nlm.nih.gov/gene/?term=81792
ADAMTS14	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766	0	https://www.ncbi.nlm.nih.gov/gene/?term=140766
ADAMTS15	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	170689	0	https://www.ncbi.nlm.nih.gov/gene/?term=170689
ADAMTS2	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	9509	0	https://www.ncbi.nlm.nih.gov/gene/?term=9509
ADAMTS4	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	9507	0	https://www.ncbi.nlm.nih.gov/gene/?term=9507
ADAMTS7	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	11173	0	https://www.ncbi.nlm.nih.gov/gene/?term=11173
ADAMTS9	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	6	https://www.ncbi.nlm.nih.gov/gene/?term=56999
ADAMTSL1	ADAMTSL1	ADAMTS like 1	92949	0	https://www.ncbi.nlm.nih.gov/gene/?term=92949
ADAMTSL2	ADAMTSL2	ADAMTS like 2	9719	1	https://www.ncbi.nlm.nih.gov/gene/?term=9719
ADAMTSL3	ADAMTSL3	ADAMTS like 3	57188	0	https://www.ncbi.nlm.nih.gov/gene/?term=57188
ADAMTSL4	ADAMTSL4	ADAMTS like 4	54507	0	https://www.ncbi.nlm.nih.gov/gene/?term=54507
ADAMTSL5	ADAMTSL5	ADAMTS like 5	339366	0	https://www.ncbi.nlm.nih.gov/gene/?term=339366
ADAR	ADAR	adenosine deaminase, RNA specific	103	0	https://www.ncbi.nlm.nih.gov/gene/?term=103
ADARB1	ADARB1	adenosine deaminase, RNA specific B1	104	0	https://www.ncbi.nlm.nih.gov/gene/?term=104
ADCK5	ADCK5	aarF domain containing kinase 5	203054	0	https://www.ncbi.nlm.nih.gov/gene/?term=203054
ADCY1	ADCY1	adenylate cyclase 1	107	4	https://www.ncbi.nlm.nih.gov/gene/?term=107
ADCY3	ADCY3	adenylate cyclase 3	109	0	https://www.ncbi.nlm.nih.gov/gene/?term=109
ADCY4	ADCY4	adenylate cyclase 4	196883	4	https://www.ncbi.nlm.nih.gov/gene/?term=196883
ADCY5	ADCY5	adenylate cyclase 5	111	0	https://www.ncbi.nlm.nih.gov/gene/?term=111
ADCY7	ADCY7	adenylate cyclase 7	113	1	https://www.ncbi.nlm.nih.gov/gene/?term=113
ADCY9	ADCY9	adenylate cyclase 9	115	0	https://www.ncbi.nlm.nih.gov/gene/?term=115
ADCYAP1R1	ADCYAP1R1	ADCYAP receptor type I	117	0	https://www.ncbi.nlm.nih.gov/gene/?term=117
ADD3	ADD3	adducin 3	120	0	https://www.ncbi.nlm.nih.gov/gene/?term=120
ADH5	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	0	https://www.ncbi.nlm.nih.gov/gene/?term=128
ADHFE1	ADHFE1	alcohol dehydrogenase, iron containing 1	137872	0	https://www.ncbi.nlm.nih.gov/gene/?term=137872
ADI1	ADI1	acireductone dioxygenase 1	55256	6	https://www.ncbi.nlm.nih.gov/gene/?term=55256
ADIPOR1	ADIPOR1	adiponectin receptor 1	51094	0	https://www.ncbi.nlm.nih.gov/gene/?term=51094
ADIPOR2	ADIPOR2	adiponectin receptor 2	79602	0	https://www.ncbi.nlm.nih.gov/gene/?term=79602
ADM	ADM	adrenomedullin	133	23	https://www.ncbi.nlm.nih.gov/gene/?term=133
ADM2	ADM2	adrenomedullin 2	79924	7	https://www.ncbi.nlm.nih.gov/gene/?term=79924
ADNP	ADNP	activity dependent neuroprotector homeobox	23394	0	https://www.ncbi.nlm.nih.gov/gene/?term=23394
ADORA1	ADORA1	adenosine A1 receptor	134	0	https://www.ncbi.nlm.nih.gov/gene/?term=134
ADORA2A	ADORA2A	adenosine A2a receptor	135	4	https://www.ncbi.nlm.nih.gov/gene/?term=135
ADORA2B	ADORA2B	adenosine A2b receptor	136	0	https://www.ncbi.nlm.nih.gov/gene/?term=136
ADORA3	ADORA3	adenosine A3 receptor	140	0	https://www.ncbi.nlm.nih.gov/gene/?term=140
ADPGK	ADPGK	ADP dependent glucokinase	83440	2	https://www.ncbi.nlm.nih.gov/gene/?term=83440
ADPRH	ADPRH	ADP-ribosylarginine hydrolase	141	8	https://www.ncbi.nlm.nih.gov/gene/?term=141
ADPRHL1	ADPRHL1	ADP-ribosylhydrolase like 1	113622	2	https://www.ncbi.nlm.nih.gov/gene/?term=113622
ADPRHL2	ADPRHL2	ADP-ribosylhydrolase like 2	54936	0	https://www.ncbi.nlm.nih.gov/gene/?term=54936
ADRA1B	ADRA1B	adrenoceptor alpha 1B	147	0	https://www.ncbi.nlm.nih.gov/gene/?term=147
ADRA1D	ADRA1D	adrenoceptor alpha 1D	146	0	https://www.ncbi.nlm.nih.gov/gene/?term=146
ADRA2A	ADRA2A	adrenoceptor alpha 2A	150	0	https://www.ncbi.nlm.nih.gov/gene/?term=150
ADRB2	ADRB2	adrenoceptor beta 2	154	23	https://www.ncbi.nlm.nih.gov/gene/?term=154
ADRM1	ADRM1	adhesion regulating molecule 1	11047	0	https://www.ncbi.nlm.nih.gov/gene/?term=11047
ADSS	ADSS	adenylosuccinate synthase	159	0	https://www.ncbi.nlm.nih.gov/gene/?term=159
ADSSL1	ADSSL1	adenylosuccinate synthase like 1	122622	0	https://www.ncbi.nlm.nih.gov/gene/?term=122622
AEBP2	AEBP2	AE binding protein 2	121536	4	https://www.ncbi.nlm.nih.gov/gene/?term=121536
AES	AES	amino-terminal enhancer of split	166	0	https://www.ncbi.nlm.nih.gov/gene/?term=166
AFAP1	AFAP1	actin filament associated protein 1	60312	0	https://www.ncbi.nlm.nih.gov/gene/?term=60312
AFAP1L1	AFAP1L1	actin filament associated protein 1 like 1	134265	0	https://www.ncbi.nlm.nih.gov/gene/?term=134265
AFAP1L2	AFAP1L2	actin filament associated protein 1 like 2	84632	0	https://www.ncbi.nlm.nih.gov/gene/?term=84632
AFF1	AFF1	AF4/FMR2 family member 1	4299	0	https://www.ncbi.nlm.nih.gov/gene/?term=4299
AFF4	AFF4	AF4/FMR2 family member 4	27125	1	https://www.ncbi.nlm.nih.gov/gene/?term=27125
AFG3L2	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	10939	0	https://www.ncbi.nlm.nih.gov/gene/?term=10939
AFMID	AFMID	arylformamidase	125061	0	https://www.ncbi.nlm.nih.gov/gene/?term=125061
AFTPH	AFTPH	aftiphilin	54812	0	https://www.ncbi.nlm.nih.gov/gene/?term=54812
AGBL2	AGBL2	ATP/GTP binding protein like 2	79841	8	https://www.ncbi.nlm.nih.gov/gene/?term=79841
AGER	AGER	advanced glycosylation end-product specific receptor	177	0	https://www.ncbi.nlm.nih.gov/gene/?term=177
AGGF1	AGGF1	angiogenic factor with G-patch and FHA domains 1	55109	0	https://www.ncbi.nlm.nih.gov/gene/?term=55109
AGK	AGK	acylglycerol kinase	55750	0	https://www.ncbi.nlm.nih.gov/gene/?term=55750
AGL	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178	0	https://www.ncbi.nlm.nih.gov/gene/?term=178
AGMAT	AGMAT	agmatinase	79814	3	https://www.ncbi.nlm.nih.gov/gene/?term=79814
AGPAT1	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	10554	0	https://www.ncbi.nlm.nih.gov/gene/?term=10554
AGPAT3	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	56894	0	https://www.ncbi.nlm.nih.gov/gene/?term=56894
AGPAT4	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	56895	0	https://www.ncbi.nlm.nih.gov/gene/?term=56895
AGPAT5	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	55326	0	https://www.ncbi.nlm.nih.gov/gene/?term=55326
AGPS	AGPS	alkylglycerone phosphate synthase	8540	0	https://www.ncbi.nlm.nih.gov/gene/?term=8540
AGR2	AGR2	anterior gradient 2, protein disulphide isomerase family member	10551	7	https://www.ncbi.nlm.nih.gov/gene/?term=10551
AGR3	AGR3	anterior gradient 3, protein disulphide isomerase family member	155465	1	https://www.ncbi.nlm.nih.gov/gene/?term=155465
AGRN	AGRN	agrin	375790	0	https://www.ncbi.nlm.nih.gov/gene/?term=375790
AGRP	AGRP	agouti related neuropeptide	181	0	https://www.ncbi.nlm.nih.gov/gene/?term=181
AGT	AGT	angiotensinogen	183	0	https://www.ncbi.nlm.nih.gov/gene/?term=183
AGTPBP1	AGTPBP1	ATP/GTP binding protein 1	23287	0	https://www.ncbi.nlm.nih.gov/gene/?term=23287
AGTRAP	AGTRAP	angiotensin II receptor associated protein	57085	1	https://www.ncbi.nlm.nih.gov/gene/?term=57085
AHCTF1	AHCTF1	AT-hook containing transcription factor 1	25909	0	https://www.ncbi.nlm.nih.gov/gene/?term=25909
AHCY	AHCY	adenosylhomocysteinase	191	5	https://www.ncbi.nlm.nih.gov/gene/?term=191
AHCYL1	AHCYL1	adenosylhomocysteinase like 1	10768	1	https://www.ncbi.nlm.nih.gov/gene/?term=10768
AHDC1	AHDC1	AT-hook DNA binding motif containing 1	27245	0	https://www.ncbi.nlm.nih.gov/gene/?term=27245
AHI1	AHI1	Abelson helper integration site 1	54806	0	https://www.ncbi.nlm.nih.gov/gene/?term=54806
AHNAK	AHNAK	AHNAK nucleoprotein	79026	0	https://www.ncbi.nlm.nih.gov/gene/?term=79026
AHR	AHR	aryl hydrocarbon receptor	196	0	https://www.ncbi.nlm.nih.gov/gene/?term=196
AHRR	AHRR	aryl-hydrocarbon receptor repressor	57491	15	https://www.ncbi.nlm.nih.gov/gene/?term=57491
AHSA1	AHSA1	activator of HSP90 ATPase activity 1	10598	0	https://www.ncbi.nlm.nih.gov/gene/?term=10598
AHSG	AHSG	alpha 2-HS glycoprotein	197	0	https://www.ncbi.nlm.nih.gov/gene/?term=197
AIFM2	AIFM2	apoptosis inducing factor, mitochondria associated 2	84883	0	https://www.ncbi.nlm.nih.gov/gene/?term=84883
AIG1	AIG1	androgen induced 1	51390	0	https://www.ncbi.nlm.nih.gov/gene/?term=51390
AIP	AIP	aryl hydrocarbon receptor interacting protein	9049	0	https://www.ncbi.nlm.nih.gov/gene/?term=9049
AIRE	AIRE	autoimmune regulator	326	0	https://www.ncbi.nlm.nih.gov/gene/?term=326
AK1	AK1	adenylate kinase 1	203	0	https://www.ncbi.nlm.nih.gov/gene/?term=203
AK2	AK2	adenylate kinase 2	204	0	https://www.ncbi.nlm.nih.gov/gene/?term=204
AK3	AK3	adenylate kinase 3	50808	0	https://www.ncbi.nlm.nih.gov/gene/?term=50808
AK7	AK7	adenylate kinase 7	122481	0	https://www.ncbi.nlm.nih.gov/gene/?term=122481
AKAP1	AKAP1	A-kinase anchoring protein 1	8165	0	https://www.ncbi.nlm.nih.gov/gene/?term=8165
AKAP11	AKAP11	A-kinase anchoring protein 11	11215	0	https://www.ncbi.nlm.nih.gov/gene/?term=11215
AKAP12	AKAP12	A-kinase anchoring protein 12	9590	8	https://www.ncbi.nlm.nih.gov/gene/?term=9590
AKAP13	AKAP13	A-kinase anchoring protein 13	11214	0	https://www.ncbi.nlm.nih.gov/gene/?term=11214
AKAP7	AKAP7	A-kinase anchoring protein 7	9465	0	https://www.ncbi.nlm.nih.gov/gene/?term=9465
