	Euclidean Distance
TNFSF15	0.5411183946340338
EPC1	0.5407035078391812
IFI35	0.5392033602002287
CDKN1B	0.5388863984554326
B3GNT5	0.538716507541121
BMF	0.537469825568457
ETS2	0.5367221690368257
ANXA2	0.536472022883475
NECAP1	0.5357158502088357
RIBC2	0.5355750568072394
LOX	0.5353689202507631
NFIL3	0.5342995439616627
RAB26	0.5341641548068994
SEC24A	0.5337300725936421
PIM1	0.531447893815263
HSH2D	0.5304955061532973
CLDN2	0.5299956751274497
CLK1	0.529538884193002
FGFR3	0.5293384297711945
VASH1	0.5279232985523915
IER3	0.5277987574329437
APBA1	0.5266917847038877
IRAK2	0.5266373475832886
DDIT3	0.5264859086898849
SLA	0.5262443839037981
ADM	0.5257770557373268
GAS2L3	0.5237527470078897
ADAM8	0.5231585648910948
NUAK2	0.5228090348559814
CCNL1	0.5211247413049435
UAP1L1	0.5203983635338718
AGR2	0.5202528168355822
XRN1	0.5193378912569088
FLCN	0.5188050301825783
SP110	0.5187963392971054
CD83	0.5185622545871803
RASGRP1	0.5174354029322565
PER3	0.517001306888223
TNFRSF9	0.5164878076963002
ZEB2	0.5159697946715304
IFITM3	0.5102834578112094
PNPT1	0.5094835471927435
SNAI1	0.5087769742803088
SALL4	0.5081758690883623
POLD1	0.5075229349498904
MMAB	0.506979236284577
GSTM4	0.5061739618936215
AGR3	0.5045091926766976
BDH1	0.5045091926766976
BCL10	0.5042032282035168
MPV17L	0.5038184655765873
PCYT2	0.5021932528877138
RSAD2	0.5021669356852703
KCNQ1	0.5020005491640063
GEM	0.5014314240938491
POLR2L	0.5014101445885227
CHN1	0.5013577674291779
HTRA1	0.5012246243852946
DOC2A	0.5011829555946968
SPATA17	0.5011829555946968
DUSP19	0.5011586660833389
SEMA5A	0.5011586660833389
NMNAT3	0.5011586660833389
CALML3	0.5011586660833389
RFESD	0.5011586660833389
TK1	0.5009698510590875
LYPLAL1	0.5009544471671369
LGALS9	0.5003543278955419
NUBP2	0.4999723414768514
LYSMD2	0.49983872831128756
FAAH	0.4996924587564748
AP4M1	0.4994934625508781
NTS	0.4991747502167036
MPP2	0.498919975980205
STOML1	0.49837804602244407
SPA17	0.4980670031422954
SPP1	0.4978719576686987
RBP7	0.49760930900137884
PPP1R15B	0.49754089746168234
ALDH16A1	0.4975097793874516
CDH26	0.4975097793874516
RPS6KL1	0.4974162641475228
GRIN2D	0.4971542236164808
MXD3	0.496723584667895
SUSD2	0.49659963420305864
AOC2	0.49593728946352783
LRRC46	0.49560111176470795
GTF2B	0.49554378874079424
TNFAIP3	0.4955286499492068
SMNDC1	0.4952144831854333
TLK2	0.4948787446877754
FBXO15	0.4947982344648222
MVK	0.49467334779345296
TESC	0.49467334779345296
RLF	0.494251566118102
SYCP2	0.4938765098476462
RBP4	0.49328939917839765
ZNRD1	0.49251275501403713
SDSL	0.49251275501403713
AGTRAP	0.49251275501403713
UNC5A	0.49251275501403713
SLC22A4	0.4920851744470144
CLDN23	0.4920851744470144
PBXIP1	0.49191625893105234
ALOXE3	0.49172309996757846
TIAM2	0.4917123265575451
LCP1	0.4916968229744635
SLC9A2	0.4914289341167501
ZMYND12	0.4914289341167501
CTHRC1	0.49100179595158755
FOXRED2	0.4909822091987228
CYP27B1	0.4907398104557976
HIST1H2AK	0.4901448408753418
OSBP2	0.4896355866620287
ADPRHL1	0.48844473490183093
IGSF9	0.488368288162492
FSD1L	0.4879535431905586
EAF2	0.48780794222943596
TNFSF10	0.48761244406748855
NTNG2	0.487442424607695
NCAPD3	0.48743702612860484
ANAPC10	0.4871049976970554
TNFRSF11B	0.4870222562183175
RASSF8	0.48688450627121066
ZBTB43	0.4866219954694727
CTH	0.4866024943229959
PSAT1	0.4859706172766392
MYO1A	0.48588424241031947
LUC7L2	0.4858476911665232
ANKHD1	0.4858476911665232
CACNG8	0.4855748884891288
MAPRE2	0.48540929024067525
GRAMD1B	0.4853511052565901
MYO7A	0.4851333627500475
AGMAT	0.4848996177653714
ACAT2	0.4845308548640071
SERINC5	0.48441850408301124
EGR2	0.48432578004095816
NT5M	0.483875677315356
TMEM121	0.483875677315356
DBNDD2	0.48311875784979363
AHCY	0.48230689316373837
HYAL1	0.4821000805385675
SULT2B1	0.4820911396215585
NME5	0.4820776139318133
MSLN	0.4820427973169989
BANK1	0.4819855070227571
PRKRIP1	0.4819578415665363
CATSPER3	0.4819578415665363
KLF9	0.4816994433715529
HHAT	0.48087402881317987
GDNF	0.48086762744799805
PYY	0.47947226861636766
THOC3	0.4793369781093153
IRAK3	0.47875562014039735
ANXA13	0.4785433547413394
SYT8	0.47854036945839173
TLCD1	0.47762265783283947
RAB15	0.47762265783283947
CTDSP2	0.47753303385020945
GPR135	0.47660902928420673
SLAIN1	0.47660719001142743
CDKL3	0.4759839744451058
MAP3K8	0.47589215446432276
PDE3B	0.47506212138601756
CRLF1	0.4750252917232824
MCTP1	0.4749267907540027
ACSM3	0.47466586960774915
PROM1	0.4744441324639342
UNC5CL	0.4740353223752652
HES6	0.4736877167983136
RNF139	0.4729975855476604
TCP11L2	0.47286953011146027
EXTL2	0.4728281818703513
NKPD1	0.47236377992934786
HPSE	0.47235292142478885
PRSS16	0.4715627837692446
ENDOG	0.4712333575158869
ALX3	0.4707545750107945
POLE2	0.4705769640351923
MXD4	0.4698930516416444
FPGT	0.4697062167114821
SLC12A7	0.46935714815787627
CD22	0.4679610294277804
BMP4	0.46772618423364315
PHKG1	0.46770137629941555
OTUB2	0.46755798741277277
NRG4	0.4673906524035171
CENPA	0.4673790180206274
NANOS1	0.46734258860160266
CSTB	0.46723596871348
NUDT8	0.4669705074955448
GALM	0.46691397204969454
ADAM23	0.46664771549562584
DHCR7	0.46614522991375956
CDK5	0.46613520505601225
SOX21	0.4658404739652497
RNASEH2A	0.4658164459235425
SOD2	0.46533638462303184
RAB30	0.4651046164975478
RASSF1	0.46498187818287146
DTX2	0.46480057846105266
SNTB1	0.4646438376811466
PCK2	0.46463069216439606
IL20RB	0.4644284504327226
NFKB1	0.4632221899005506
PHF11	0.4631098755462679
MMP9	0.46127367637898903
DSEL	0.4609983681314283
TMEM97	0.45974802571331697
GSTO2	0.4596278406864042
YPEL1	0.45837282303856014
SERPINB2	0.45769327172331203
PROX1	0.4561650236790285
ENPP1	0.4561139511094306
FOSL1	0.45609261234741455
STAT2	0.4555780511431039
CSF2	0.4553321983882192
TIMP4	0.4552307929399796
APOL6	0.4550654312985001
ZFP37	0.45506366062413106
ABL2	0.45473198643428603
TNFSF14	0.45472985870895893
PLEK2	0.45462663390872804
PPM1K	0.4545650195958186
EEF1E1	0.45396795303808885
APOM	0.4538944044294184
CCDC121	0.45377777706092787
PLA2G4C	0.45377703074553477
RCN3	0.4529058665231947
FBN1	0.45260458957421434
SCARA3	0.45244710514516984
C1QTNF1	0.45236779276497696
CHDH	0.4521797648775424
TCN2	0.45174719801232455
UBD	0.4517400818955673
IKZF5	0.4517294750415682
HELB	0.451412665142576
GZF1	0.451342681138805
SPOCK2	0.45130661824994217
TEX15	0.45062461820225536
LRRC6	0.45058508653889845
GADD45B	0.4496893558169259
BTAF1	0.4495735498388955
TNFAIP2	0.4490528256026068
CORO1A	0.4489460372118719
SOX9	0.4476673124782576
OLFML3	0.4473806863530674
KRBA1	0.4467147040016576
GDF15	0.4466941593625192
MCM6	0.4460333801466938
CCDC96	0.44585366214620525
DDN	0.4454131565433982
SYT12	0.4452377476069228
KRT20	0.4451131260661187
IL15RA	0.4449391635257787
DUSP10	0.44488403390525966
NRTN	0.4448619364789198
CPXM1	0.444713940937588
F3	0.4424187709247654
BST1	0.44226822154101736
ADCY4	0.4422625949444656
TUFT1	0.44210517398442756
CREG2	0.44181037652898403
GLDC	0.44139633885894275
ABLIM2	0.44126581518693053
IL1B	0.44074130659295574
PIGA	0.4402689139204086
ARL2	0.4400941844919537
SALL2	0.43961492511302913
ERN1	0.4394342936531489
NANOS3	0.4393656611451114
NPM2	0.4392816006613909
ACOX2	0.43910121679471165
SPSB1	0.43902287041250515
PRR15	0.438989440942997
IER5	0.43883432598159283
GLP2R	0.4386099046619369
ATP2A1	0.4385593748453061
PLAT	0.438319232431922
TBC1D22B	0.4382932318459332
PDK2	0.4380479361832006
OTUD3	0.43778824595600946
MAFG	0.43762695035757226
INTS6	0.43659347562408773
IER2	0.4365829697172067
PTGS2	0.43646831131260727
HCFC2	0.43646405488419193
DDIT4	0.4364462444111821
CDC42EP2	0.43611881090177046
WNK2	0.43420210285957295
CYP1A1	0.43407033016095775
GADD45A	0.4337697223851403
RSRC2	0.4336880918867233
CYBA	0.433319915059916
PODXL	0.43322136218111257
HES1	0.4330104700616111
BACH2	0.4330050771903875
TGFB3	0.43268517326346534
PADI3	0.43234391373200853
VMO1	0.4321348457704489
RBM15	0.432032713880756
TUB	0.43198039545874944
CGNL1	0.43185157616809267
CHD2	0.43170104796376985
WDR34	0.43147562808868256
PER2	0.43106246557471267
SKP2	0.4304957632194368
ADAM12	0.4297328460702724
CCL4	0.42951965397364855
CHTF18	0.4289232474397371
IGFBP7	0.4283072790184599
HIST1H1E	0.4281896782223672
POGZ	0.4278526779722561
WNT4	0.4277068155816823
TWIST1	0.42761645432747025
TNIP1	0.42676640491748696
GIPC2	0.42654408298222196
PRDM1	0.42625955268845306
DOCK11	0.42475372557363433
CD247	0.42458531967504864
CCDC81	0.4245539891188875
SLC6A14	0.424393052425102
STS	0.4239511550553249
GUCA1B	0.4234858430317815
PDIK1L	0.42342007498276146
EPSTI1	0.42289527323467735
GCKR	0.42285717424321895
CH25H	0.4220448590729934
SOCS1	0.4216330248437751
CFTR	0.42138863746923627
COMMD4	0.42111164844976756
ALDH1L2	0.4209602626228548
CLEC11A	0.4207609766331127
REEP1	0.4205730625254087
RHEBL1	0.4202413295347088
FZD2	0.4197845426635982
ABTB2	0.4189579230601723
ATP6V1G2	0.41867212587166974
CTSO	0.4178812790007401
CYP39A1	0.41746056035795026
TAP1	0.4165485355118149
MNS1	0.4163631931947366
SLC40A1	0.41601977620741565
PROC	0.4157206440783926
KIF21B	0.4151163598660107
ICAM4	0.4147379686587193
FGD2	0.41404392210779944
BPGM	0.41300820719454623
HPGD	0.41290863587058124
TCF7	0.41281055974596204
SLC22A13	0.41234187999945393
SDF2L1	0.41041762378682034
P2RY6	0.41027285950147163
ALDH8A1	0.4100778525339764
MUC4	0.4100596972195097
ADI1	0.4100183348779173
MYNN	0.40940194404898245
NID2	0.4092417658121456
SESN3	0.4088688346805532
ARID3B	0.40870109355139556
COL24A1	0.4080156367397929
ZBTB37	0.407516962583037
RASL11A	0.40747551355427203
CXCL10	0.4070213384684525
SLC9A8	0.4060917183166575
TXNDC5	0.4058078539267456
ID1	0.4048128800598515
SH3TC1	0.4048018454852685
CHGB	0.4037047793452335
CRYM	0.4035484992210595
MB	0.4032302246114175
SIVA1	0.4014141040042909
ITPKA	0.4013958584949966
LAMA2	0.4011049961458705
WNT11	0.40080731103652445
LGALS4	0.400793828452548
RHOV	0.4003255939541937
SCNN1B	0.4002159832747292
NRGN	0.4000443957762935
MFGE8	0.39943131878512145
PLCXD2	0.3993548821990948
SGPP2	0.3992640759037567
G0S2	0.3990118986519882
EPN3	0.39886141765330096
PYGO1	0.39772538389111217
ZWINT	0.3976109805261481
CYP4B1	0.396972686693048
STAT1	0.3961760761080569
GATA3	0.39576494864811723
RHCG	0.3955439925022162
GYPC	0.3943867863916913
INHBE	0.39435995671688806
UPK2	0.3943121439858614
KLHL4	0.39422335065381064
NEIL3	0.39355790514418115
IL4I1	0.3930951754507689
CXCL14	0.39294730805647027
PTBP2	0.39294565577486396
RERG	0.39254965448244233
PELI1	0.3923045455193146
SOX7	0.3920389727346479
HS3ST3B1	0.391969330233445
FBXO6	0.39196214894979586
CDKN1A	0.39134566742056515
TTYH3	0.3909339316444916
COX5B	0.3907600744334204
MVD	0.39050959594411344
FGD6	0.38933450914680373
ACSS1	0.38912280378715375
TSPAN8	0.38886878162996485
STAT4	0.3883456751564277
SEMA3A	0.3881632163840556
PMAIP1	0.3874492909040647
MND1	0.38705965967577727
ZBTB7C	0.3856870403449227
WDR62	0.38540473172062073
OTUD1	0.38507780233964684
KHK	0.3848852544236834
IL1R2	0.38486615266771784
MMP11	0.3847826130419739
NUDT13	0.38430602065855757
SOCS3	0.3830202461293724
MAST4	0.3826806984086339
CEBPB	0.38253731475332625
EHD1	0.3816923342609594
SV2B	0.3808018545309977
CAMKK1	0.38037624209152043
DNER	0.3800696437850255
SLC7A2	0.37971383207963044
FOS	0.37932819915196586
NRIP3	0.3793249039064727
F5	0.3790203897333299
TRDMT1	0.3787342285204439
ATF4	0.37849475288253276
PLCB1	0.3782366352077612
PPARGC1A	0.37814227431480735
SLC2A13	0.3780100412434902
PRG2	0.37775627888696434
ADM2	0.3768542235861454
PRODH	0.376029313080327
PXMP2	0.3754991148643611
MTSS1	0.37482963706402384
SUSD3	0.3740321965252574
CAMK2B	0.3738913375097659
ZFHX2	0.3738736170011571
ALDH3A2	0.3738699549187208
CCNB1	0.3738472673777417
NCOA7	0.37334080036706324
STK32A	0.3729052627954484
SERPINB9	0.3728487099132484
SEMA3D	0.372576703930736
CXXC5	0.3720169169063587
CENPM	0.3716272860802914
RDM1	0.3710262723968379
CD69	0.37060574390519097
RTP4	0.370214559531133
CCL5	0.37015886106783574
PDGFB	0.37015441858609877
HR	0.3697804451644009
PAQR5	0.369511649899713
CDK5R1	0.36943390479748645
UPK3B	0.36886889116265165
NEDD4	0.3683227798480657
PTPRZ1	0.36811106503046565
SP100	0.36798605668829915
ZBP1	0.3674681245460388
POLD2	0.36737462221992845
GPM6B	0.3673140877734239
WDR72	0.366296030480149
SYT16	0.3658173427335964
TMEM160	0.36521161680659675
RBMS3	0.364787136792273
B3GALNT2	0.364124879198935
DGKG	0.3629692357560319
KAZALD1	0.3629618927522196
SMTN	0.36277408924016813
TLR1	0.36271434164991473
ARL4D	0.3626973563790278
GPR146	0.3622438826955306
IVL	0.3620680968992923
DDC	0.36169862695269545
CXCL11	0.36141171089204827
POR	0.3609208256048432
UCP2	0.3603475737990039
VNN1	0.3598472812003022
LSS	0.35981666703124815
IL31RA	0.35910872597811155
DEPDC7	0.35862643358530605
PRDX1	0.3586044449863773
MKX	0.3584012636499511
SLC28A3	0.3569763377259841
ADAMTS9	0.3564392864214176
SLC2A8	0.35419765035520634
SAC3D1	0.3537685380206539
DRD4	0.3536945054271596
UBE2L6	0.35294900675666746
ASNS	0.3516891445698098
PPP1R16B	0.35157419376913907
RARRES2	0.3513209985232027
PCYOX1	0.3511442600205272
BEX2	0.3510335962878986
TMEM37	0.35092129851667003
ATG16L2	0.3505130270056988
TRIM56	0.3504819047667747
CCNT2	0.3504345269412886
DDO	0.35043237323186327
TMEM52	0.3500186420367418
HIST4H4	0.34889640612205414
ZC3HAV1	0.34888170611463826
UGCG	0.3475579710884655
CCNG2	0.34662159809644844
ODC1	0.34660639520898306
TST	0.3463944132181168
JAK2	0.34639253177545487
CCDC85A	0.34594127283692455
GJB1	0.345773670691948
IKBKE	0.34574414487015076
TAGLN	0.34530720397203074
SEMA3G	0.34507706019192164
CSF1	0.34450612716723084
TMEM71	0.34421112198789405
TNS1	0.3437298862682265
LRG1	0.3435941123144735
IL18R1	0.3433416061708989
TMED6	0.3429227514866985
RYBP	0.34271476602918904
ADORA2A	0.3425675149278955
TRIM2	0.34192127443124076
RNF6	0.34187860449187524
THOP1	0.3418118688045
EIF2AK2	0.34111080212021766
KIF12	0.34077614018685065
ISG20	0.3406028921390749
SAA1	0.34053158858361837
CNOT4	0.3389361486133946
NAV3	0.33822830825941486
LIFR	0.33807944532967227
TLR2	0.33799752736424327
OPTN	0.3376669753265916
MAP2K6	0.3373735173039823
CX3CL1	0.3371664564841416
TTC25	0.33704294435836446
PSMB10	0.3367350251331775
SENP7	0.33662297346167297
KLF2	0.3356021170487086
NRIP1	0.3350406993279349
PLK1	0.33497448140128105
LY75	0.3341675327210497
CP	0.3339448332289935
ITGB7	0.33358323601827156
KYNU	0.3335464544836659
SAA2	0.33291912603306983
TMEM88	0.3326536581188719
PRR16	0.3316968317805535
EDN1	0.3316344589876338
AATK	0.3311979863811759
IKZF3	0.33117788347285576
DPYSL5	0.33109852755095354
KRT15	0.33035181284675524
NPFF	0.3303487809247104
CCDC34	0.3296518126166675
MYL9	0.32940403212190983
FXYD7	0.3291193174922258
PHLDB2	0.3277804423598225
IL10RA	0.3269477333077875
VTCN1	0.3266323828964759
DNM1	0.3253526215411488
FOSL2	0.3253010427667711
CHRNA10	0.32519961316824747
TDRD7	0.3247899683839431
CFI	0.32454393891471767
MTHFD2	0.3244847783425369
RNF183	0.3243688707540543
LAGE3	0.32368354664952537
FGG	0.32363652154241146
LY6D	0.32338511530902103
BEST1	0.3230177498142952
ETS1	0.3227788292100463
TLR3	0.32131507986379976
IL22RA1	0.321180015445601
MAOB	0.32117230366176536
CYP1B1	0.3208342711265092
PIGZ	0.32063759236245565
GPX3	0.32029678210298657
IL11	0.32029008978605994
CFB	0.32009241305936625
TMEM140	0.32007416974554653
BMP2	0.31985522616048273
LCN2	0.3197815247728284
MBOAT1	0.31960507016452894
APC2	0.31953949548529464
ARC	0.31953362053034795
RND3	0.31933866905201724
CYR61	0.31919928745295123
TBX2	0.31867634172594783
LMO2	0.3186139172477762
SYNPO	0.3184409131312754
SPRY2	0.3183310197736971
SAA4	0.31810610914337095
PTGER4	0.3177596556155498
ZEB1	0.3172352969678942
PSMB5	0.31697433072419307
APLP2	0.3161722203296842
ANKRD1	0.31604777264997047
MME	0.31603772631351834
NLRP3	0.31569548265706693
SLC6A12	0.31518609990015917
GPD1	0.3149538099401514
PGM5	0.3146125582044658
WDR90	0.31434178291116494
RAB37	0.3141896326347262
PLAUR	0.3140939345486856
PSMB9	0.313965811250259
NEDD9	0.31384703025095717
CNKSR3	0.3137724342959309
GBP3	0.31337195816215335
STC2	0.3133312886091989
IL12A	0.31331722273901697
BCAS1	0.3129491368808276
NR4A2	0.31253891183787447
SMCHD1	0.3124896642095664
LYNX1	0.3124791802898609
CAPN6	0.31242943305120013
NGFR	0.3123103342076648
COL16A1	0.3121691842385218
ADRB2	0.31180322584228914
PIF1	0.31141163959264945
TPD52L1	0.31093883073482487
HDAC9	0.31089570895926244
MSTO1	0.3108896324722193
TRAPPC6A	0.3107508806737045
MATN2	0.3105658615990191
TMEM40	0.3105297034376247
PNRC1	0.310512711460632
ATP12A	0.31048484034943413
TXNIP	0.3104373931858981
HSF4	0.31022184731167324
SLFN5	0.3101822539207647
GABRA3	0.3099311878195445
CASP1	0.3099166931629902
SERPINE1	0.30971325388491566
AOC3	0.30968268805635535
RTN4RL2	0.30941649110115715
SEMA4A	0.30900681555360054
GBX2	0.30897681328354437
SORL1	0.30863323530838255
PLA2G4F	0.30847927208195863
HMOX1	0.30845345264383334
COX6B2	0.3082554304554188
FGF18	0.30788774181637163
RRM2	0.3077050282177876
IFITM2	0.3076690579788402
CAT	0.30752661275273796
MDH1B	0.3072572885367695
FST	0.3072349956324039
SIDT1	0.3069865198745811
RASD1	0.3069195079367311
AKAP12	0.3067082946763868
CRYAB	0.30664280790261167
VCAM1	0.3066209395888129
THBS1	0.306588297849212
BTG2	0.3065672183130761
AREG	0.30654855328626335
ITGAM	0.30638113359905356
PML	0.3060251600160973
TRIM21	0.305477658122773
TMEM171	0.3054514028850101
DUOX1	0.30534851584452155
B3GNT7	0.3046220719882704
SLCO2A1	0.30460350740533787
TRIM14	0.3044836648131918
NEB	0.30423549014150975
SLC34A2	0.30400556692477804
MARCO	0.30367577127334255
HBEGF	0.30349184982149385
TRAP1	0.30333008838925346
AMOTL2	0.3032132196975244
PLSCR1	0.3029019672953394
SORT1	0.30272465598842935
FRS2	0.30257827824262257
KBTBD8	0.30255469260595386
BDKRB2	0.3023927115615314
NMI	0.30224301694681555
AHRR	0.3016670493361827
PDZK1IP1	0.3013670726742614
DNAJA4	0.30033211003163646
IDH1	0.3002112718945385
LRMP	0.30016353976862187
CTGF	0.3000086144963675
OLFM1	0.2998948205098349
COL4A1	0.29932484421718053
TUBB2B	0.2989933789389459
DAPP1	0.2982701806054383
PBX1	0.29804005047596516
NR1D2	0.2979631287561042
FBXL8	0.2976769352221667
DNAJB4	0.2972072985961735
THSD7A	0.29705885256080167
CCND3	0.2967660436443695
LAT	0.29602701534857195
SEMA7A	0.2959177963716346
KIF20A	0.29523799797317457
LGI3	0.29509669165717
NUPR1	0.2946265692545154
PRSS36	0.29424502137935743
CDKN2AIP	0.29398740287351394
PLA2G7	0.29392512851242175
ADPRH	0.2937044346589647
RASGEF1B	0.2935716019839385
EGR4	0.292804949371379
FBN2	0.29255065494564625
ZC3H12C	0.292388167026948
CDCA3	0.29228175654184946
PDZD2	0.29216942523038414
PYGM	0.2919553828219164
PNRC2	0.2918985967023258
HADH	0.2918173744183768
RGS4	0.2916558950840687
EYA1	0.2915325089626117
CHAC1	0.2912474735066203
CPEB3	0.291091049415047
ALOX12B	0.291054917734237
ARRDC4	0.29094531356708275
PLEKHB1	0.2907029258219083
IL7R	0.29063864596906674
CLK4	0.2905485073021076
GPNMB	0.29036381109307496
PSTPIP1	0.2889447174214981
PTAFR	0.28890079355876036
FSTL4	0.28804142912464525
MSX1	0.287374502248805
SEC14L4	0.2869052128938207
RBM43	0.2865234025015905
XDH	0.2860515274506004
PTK2B	0.28574588175293897
BAHCC1	0.2844130881737267
TREX1	0.28432559658640544
PCSK9	0.2833351940390385
BCL2L14	0.283330931623487
LAT2	0.28275517527430316
SLC11A1	0.28106954687193675
BIRC2	0.2788083762782243
SLC16A6	0.2787369568061781
MAF	0.2778235174369228
TAT	0.27649912921178516
IL33	0.2751184115468816
KIF26B	0.274940716796554
STC1	0.2743614943111749
PHB	0.27190527272671533
ABCG1	0.2713507813937034
COL8A1	0.26841531447697614
PCSK1N	0.2626290628151749
PPP1R10	0.25593513808045265
PCF11	0.2523398051591517
CENPP	0.2489367076177286
ZSWIM5	0.24351163595458383
SLPI	0.24146646525874232
FAP	0.1689240400752115
CTSD	0.1454419431443784
RAB36	0.14295293256340336
PRPS1	0.13004157478977224
KCNC3	0.12698132222278327
BTG1	0.12413993525401906
GAS2	0.11878170539618464
WTAP	0.11407600011802162
HBP1	0.11208436062961252
CPLX2	0.11204129904904649
ARHGAP19	0.11073572334431768
IFNB1	0.10561594159343446
NT5DC2	0.1028053541134041
COL11A2	0.0994028416974295
