	Relative Rank Change
TTC25	0.1668726823238566
CD83	0.16666666666666666
MAP2K6	0.1662971175166297
MCM5	0.16588419405320814
IRAK3	0.1656621599609057
HHEX	0.1655933762649494
PYY	0.16557377049180327
CP	0.1651469098277609
MSX1	0.16485225505443235
CYP1A1	0.164804469273743
CAMK2B	0.16443594646271512
ANXA13	0.1643835616438356
VAMP2	0.16417910447761194
CCND3	0.1640893470790378
CDK5	0.16404998397949375
NANOS1	0.16393442622950818
DPF3	0.1638349514563107
PLEKHG2	0.16314809065507607
RBAK	0.16286644951140064
ZBTB6	0.16252716547656007
PRR16	0.16205428419372006
COL24A1	0.16192851205320033
WDR34	0.16183368869936035
CREB5	0.16129032258064516
DUSP4	0.16107226107226108
DGKG	0.16097758028681075
BANK1	0.16029926774912448
CNOT4	0.16029539530842746
HOXA5	0.1601986960571251
FGD2	0.15990836197021763
GIPC2	0.1593556381660471
SLC12A7	0.15906084656084657
CYP39A1	0.1587625361210267
TUBB2B	0.15829746532759445
PTPRZ1	0.1580275674626286
IFITM1	0.15789473684210525
NUDT4	0.1573576799140709
ELAVL2	0.15728900255754474
FPGT	0.15701950751519028
YPEL1	0.15699272433306385
TIPARP	0.15664845173041894
FOSL1	0.15511265164644714
RNASEH2A	0.15506051569900017
GALC	0.1549221430456585
CTDSP2	0.15480245231607628
IL20RB	0.154726368159204
RAB2B	0.15451138656673394
NME5	0.1543918918918919
HS6ST2	0.15431769722814498
KLRG2	0.15428983417447728
XRN1	0.15366651097617937
SH3GL3	0.1535135135135135
RBKS	0.1533642691415313
ADCY1	0.15331520602384438
PRDX3	0.15296052631578946
KRT8	0.15239107332624868
WNT11	0.15216935652902955
SOD2	0.1520572450805009
RDM1	0.15204054414510537
SLC28A3	0.15171407731582787
BBC3	0.15164835164835164
SULT1E1	0.15164247517188695
IMPG2	0.15157785825142267
GDF9	0.1513443191673894
DMC1	0.1513133555308916
PDK2	0.15126502781266823
PARP12	0.15101289134438306
SENP7	0.1509584664536741
TNFRSF11B	0.1509433962264151
MND1	0.15049656226126815
LENG9	0.15006775067750677
POLD2	0.14965095986038393
ANKHD1	0.1496429680223533
LUC7L2	0.1496429680223533
STS	0.1490066225165563
TNNI2	0.14897900488927235
CNIH2	0.1489686783804431
NGFR	0.14891179839633448
ACSM3	0.14861751152073732
SPP1	0.1482758620689655
ATF4	0.14819427148194272
POGZ	0.14759192128430865
PLCXD2	0.14756871035940802
MMP9	0.14748389343548668
CDC42EP2	0.14733859542602712
TNFSF13B	0.1467065868263473
KLF6	0.14666666666666667
TRAP1	0.14657493269518396
WDR62	0.14643910661609777
BTG1	0.14634146341463414
EEF1E1	0.146111843344003
KCNJ12	0.14589020321504398
CYP4B1	0.14584578601315004
SLC25A37	0.14579995422293432
SERPINB2	0.14574557708508845
AGTRAP	0.14560695436199939
SDSL	0.14560695436199939
ZNRD1	0.14560695436199939
UNC5A	0.14560695436199939
CCL2	0.14553990610328638
CCDC121	0.14528795811518325
SLC25A10	0.14524964783221161
SYTL5	0.14520443255636226
CREG2	0.1451455362375464
IER3	0.14473684210526316
MVD	0.14454814477577965
CPLX2	0.14444444444444443
DOCK11	0.14441906005221933
TK1	0.1441827266238401
OLFML3	0.14357501794687724
PRDM1	0.1435124508519004
JUNB	0.14331550802139037
ASRGL1	0.1432192648922687
SLC24A4	0.14306569343065692
CXCL2	0.14285714285714285
RNF139	0.14228921649826073
UPK2	0.14218566392479437
NNAT	0.14163090128755365
USP37	0.14141570940701645
FOSB	0.1414141414141414
NR4A3	0.14123006833712984
PAQR5	0.14104024297646164
SNTB1	0.14083590827776873
CXXC5	0.14061829111206525
PLSCR1	0.14016872160934457
TUB	0.14013654329859865
HSF4	0.14011379800853485
HPSE	0.14008868451305634
TIMD4	0.13966979027219992
RAB37	0.13962264150943396
MEIG1	0.13961813842482101
GDNF	0.13953488372093023
MSLN	0.139413988657845
NPM2	0.13930348258706468
BMP4	0.13922461152095433
SLC5A10	0.1391304347826087
ITGB7	0.1390960947784116
PIK3C2G	0.13885144243731465
ZBTB7C	0.13877462654254166
IRF1	0.1387434554973822
SLC22A14	0.13861386138613863
BST2	0.13846153846153847
PDE3B	0.13828768435165678
RERG	0.13793103448275862
DDC	0.137621540762902
ABTB2	0.13746630727762804
PODXL	0.13708195516354282
NMNAT3	0.13691400186277553
RFESD	0.13691400186277553
CALML3	0.13691400186277553
DUSP19	0.13691400186277553
SEMA5A	0.13691400186277553
PDIK1L	0.13654925982644206
PSTPIP1	0.1364522417153996
CDKL3	0.1362025316455696
ZFP37	0.13617236155529372
ADAM12	0.13581374115498746
MAN1C1	0.13566487317448117
IER5	0.13564078578110383
INTS6	0.1355713363460297
GLDC	0.13527851458885942
FGF12	0.13505122632722757
LOXL4	0.1350164654226125
PRSS16	0.135
RYBP	0.13463708160962767
SMNDC1	0.13443030114871157
SOX21	0.13401403956604976
BTAF1	0.13377710972729226
NUDT13	0.1333654309099663
SYT8	0.1333080136726168
RNF157	0.133236333402619
CLK1	0.1330998248686515
CGNL1	0.13306451612903225
COX5B	0.13305785123966943
GCKR	0.1330412268472416
CFTR	0.13303370786516855
GZF1	0.13252777236406157
AMIGO1	0.13209302325581396
SESN3	0.13205786280914605
CCDC85A	0.13192968900907862
ESF1	0.13188073394495411
RCN3	0.13171521035598704
ZBTB43	0.1315240083507307
ZFP36	0.13131313131313133
NGEF	0.13128425065522992
MARCO	0.1311858076563959
TGFB3	0.13108817671555315
MAFG	0.13102820746132848
SCNN1B	0.13087871287128713
JUN	0.13043478260869565
GALM	0.13009198423127463
PCF11	0.12962962962962962
NCF1	0.12960497114957834
TNIP1	0.12945527908540685
KCNE3	0.12899159663865548
ENPP1	0.12891753723049568
TMED6	0.12878787878787878
RBM15	0.12869647504140053
MYLK	0.12855980471928397
RASGRP1	0.12848484848484848
IQGAP2	0.12829385147724248
TLK2	0.1282210493635517
TIMP4	0.12818081239133872
PRR15	0.12805662805662807
PTBP2	0.12798321531602413
SIVA1	0.12775210655069313
ALDH8A1	0.1276707992614086
LAMP3	0.1276595744680851
IL1B	0.12728785357737105
HCFC2	0.12714084223252065
VNN3	0.12685185185185185
RAB33B	0.12681638044914134
MIER3	0.12675179071940207
ADRB2	0.12667478684531058
KHK	0.12664423371061487
NUDT8	0.1265625
SLC7A2	0.12654545454545454
RNF6	0.1264597931264598
ISLR	0.12639405204460966
KRT15	0.12633534602879704
SMARCA4	0.1263225392754088
PHKG1	0.12615384615384614
NRGN	0.12612381197020292
TRAF1	0.12608695652173912
BPGM	0.12603845240920958
BMP2	0.12576687116564417
CHRNA10	0.12559139784946236
SOX9	0.125552608311229
CD248	0.12554532234609792
ZFYVE28	0.12509055783627143
OAS3	0.125
FGFR3	0.12491582491582491
IVL	0.12485380116959065
IKZF5	0.12466487935656836
PPARGC1A	0.12464265294453973
ATP2A1	0.12445414847161572
OTUD3	0.12435991221653256
SLC6A17	0.12417437252311757
GLI1	0.12396694214876033
SYT16	0.12390542907180385
NANOS3	0.12351750072317037
MMP11	0.12324929971988796
DNM1	0.12310606060606061
PRODH	0.12276575729068674
INHBA	0.12264150943396226
MBOAT1	0.12263139077583125
TNFRSF9	0.12244897959183673
SLC6A14	0.12241621513144692
PYGO1	0.12235791451385628
DDIT4	0.12233009708737864
ARID3B	0.1223155929038282
CSPG5	0.1222775357809583
PLAT	0.12196531791907514
SDK2	0.12175204157386786
KLHDC1	0.12167832167832168
HIST1H2BC	0.12154610369450482
ACOX2	0.12142703632065334
CAMKK1	0.12140992167101827
KLF4	0.12129380053908356
TRAM1L1	0.12096360840594567
MAP3K8	0.12064343163538874
GRAMD1B	0.12062256809338522
IL1R2	0.12060725330334551
STK32A	0.12054380664652568
GEM	0.12025316455696203
THOC3	0.12014902204284383
BEST1	0.12002892263195951
SAMD9L	0.12
OVGP1	0.11999379074821484
BEX2	0.11947104423164615
PGM5	0.11935483870967742
SGPP2	0.11863391252246855
QPRT	0.11852861035422343
TMEM88	0.11836734693877551
RBM39	0.11831173147224992
LAX1	0.11770031688546853
PTX3	0.11764705882352941
GDA	0.11757857974388825
SERPINI1	0.11751009003415089
IER2	0.11729857819905214
CYBA	0.1171875
IL33	0.11717939854821983
TNFAIP2	0.11710526315789474
IL10RA	0.11707317073170732
GPR176	0.11697881486030089
EFNB3	0.11686991869918699
GYPC	0.11662999056900346
TNFSF14	0.11661166116611661
ABLIM2	0.1162298120201218
LAT2	0.11597374179431072
STOML1	0.11595777708786091
SKP2	0.11593843098311818
MXD1	0.11578947368421053
SPOCK2	0.11578947368421053
PPP1R16B	0.11564786405475572
EPN3	0.11564455569461828
TSC22D3	0.11555864949530108
BDKRB2	0.11542497376705142
CCDC15	0.11529642974123813
HHAT	0.11529337339870314
GSTO2	0.11520122067518596
MAPRE2	0.11515437933207309
PDE9A	0.11492281303602059
EMILIN1	0.11492220650636492
COL8A1	0.11491584445734185
LY6D	0.1149025069637883
BACH2	0.11466666666666667
RNF183	0.11449200618875709
ACRBP	0.1143011917659805
DHCR7	0.11425082853654282
PNN	0.11425023284694194
CRLF1	0.11394302848575712
MYNN	0.11390079608083283
CXCL14	0.11357786357786358
ACSS1	0.11353811149032993
VMO1	0.11337448559670782
ADAMTS9	0.11328280813721579
MNS1	0.11289288005131494
ANAPC10	0.11285315119528097
SH2D2A	0.11225490196078432
WNK2	0.11208242272869186
KLHDC7A	0.11172540889196038
PSMB10	0.1116557734204793
NPFF	0.11165048543689321
ZSWIM5	0.11124546553808948
GABRA3	0.1111111111111111
HES1	0.1111111111111111
FGG	0.11092150170648464
POLE2	0.1108983286908078
VNN1	0.11052631578947368
RENBP	0.11022364217252396
TUFT1	0.10985703536493605
LGALS9	0.10984848484848485
PKMYT1	0.10932370321733421
TGM1	0.10909669211195928
AMACR	0.10895052902487846
NCAPD3	0.10860366713681241
CAPN6	0.10843373493975904
HYAL1	0.10826869120316884
ETS1	0.10826771653543307
THOP1	0.10821503374447289
SNAI1	0.10810810810810811
SCARA3	0.10776426566884939
ABL2	0.1076923076923077
WNT4	0.10758146389389225
PPM1K	0.10756972111553785
PTPRR	0.10753502461188943
SLC2A13	0.10741350906095552
DDN	0.10740354535974973
SUSD2	0.10710959329400807
LSS	0.10681198910081743
CTNND2	0.10662550463072905
CORO1A	0.10654243467692931
IFITM2	0.10606060606060606
TCP11L2	0.10596962204168138
MUC4	0.10583446404341927
CTSO	0.1057420771885786
DBNDD2	0.1054681414550553
LY75	0.1052335396736072
UNC5CL	0.10505961972284886
ARSG	0.10490769923457902
WDR72	0.10444874274661509
GPR135	0.10398613518197573
ALX3	0.10387755102040816
CHTF18	0.10342481288273984
PCYT2	0.10338404222291214
GCHFR	0.10324656332260895
RBP4	0.10276311704439615
SV2B	0.10272873194221509
SHC2	0.10250934329951948
FRY	0.10202247191011236
ACAT2	0.10170375521557719
GAL3ST4	0.10169050715214564
MTSS1	0.10135307633392902
SAA2	0.10091743119266056
LAGE3	0.10069549440580587
WTAP	0.10064935064935066
C2	0.10047095761381476
DEPDC7	0.1000383288616328
RELB	0.1
TMEM97	0.09986801583809943
ENDOG	0.09922537808926596
PDGFRL	0.09910676307954062
MYO1A	0.09907653779934263
BSG	0.09906001446131597
ZWINT	0.09901351845085861
NRIP3	0.09899665551839465
VDR	0.09857187208941323
RASSF8	0.098429482195615
TMEM171	0.09829351535836177
CCDC96	0.0980963480963481
MCTP1	0.09787610619469027
MCM6	0.09776473244524723
AGR3	0.09764048432163924
BDH1	0.09764048432163924
SLC9A9	0.0975
CYP27B1	0.09733002173238124
GTF2B	0.09701955914312325
TTC21A	0.09639863396460727
TSNAXIP1	0.09623095429029671
TST	0.09594706368899918
TMEM121	0.09577515216612961
NT5M	0.09577515216612961
SLC11A1	0.09569377990430622
BIK	0.09553739786297925
FOXRED2	0.09546724619683328
REEP1	0.09545454545454546
PLCB1	0.09538461538461539
ANK1	0.09536662168241115
SDF2L1	0.09535918626827718
RHOV	0.09530112508272667
SAMSN1	0.0950792326939116
ALDH16A1	0.09484632101831729
CDH26	0.09484632101831729
CD22	0.09468690702087286
TPD52L1	0.09388335704125178
ATG16L2	0.09339407744874716
TMOD4	0.0925589836660617
SAC3D1	0.0922009253139458
SLC2A8	0.09149774774774774
BCL2	0.09138042773817238
ADCY4	0.09133537206931702
ITPKA	0.09119251753702261
FXYD7	0.0910645575032065
ADI1	0.09085648148148148
FMO5	0.09070464767616192
SPRY4	0.09056192034915439
PPP1R10	0.09052631578947369
NRTN	0.09052092228864218
GFI1	0.09046718876586551
HIST1H1E	0.09002361275088548
RBP7	0.08956845700093138
B3GALNT2	0.08930300096805421
SULT1C2	0.0892226148409894
S100A9	0.08901408450704225
TTYH3	0.08888277380297194
IKBKE	0.08871715610510046
SOD3	0.08857142857142856
CPXM1	0.08805188326265902
ITGB3	0.08797417271993543
BIRC2	0.08795269770879527
PHF11	0.08764367816091954
NFE2L2	0.08759521218715996
SMTN	0.08733087330873308
SYT12	0.08713920350748995
FBXO15	0.08708475628686743
PCK2	0.08697170799860286
ABCG1	0.08671328671328671
SLC23A3	0.08661971830985915
TBC1D22B	0.08659549228944247
NR4A1	0.08653846153846154
IFI35	0.08633093525179857
DRD4	0.08632923368022706
GBP1	0.08620689655172414
NEIL3	0.08615384615384615
GPD1	0.0855085508550855
RARRES2	0.0854205114684946
TESC	0.08522198075131947
MVK	0.08522198075131947
CDKN2C	0.08522167487684729
SLCO4C1	0.0851581508515815
CCNT2	0.0851431391905232
G0S2	0.08487084870848709
NRIP1	0.084863523573201
NKPD1	0.08483896307934014
H2AFX	0.08468574800826202
PNRC2	0.08466342817487855
TLR2	0.08465966813410092
BCAT1	0.08462819089900112
CD247	0.08460055686442493
THBD	0.08443824145150035
DERL3	0.08429011481377766
CDKN1A	0.08403605699331201
ADM	0.08373205741626795
PDE5A	0.08344283837056504
SALL2	0.08340888485947416
PLA2G7	0.08338762214983714
NEDD9	0.08294930875576037
EAF2	0.08273828003725552
SLC15A3	0.0821917808219178
CX3CL1	0.08191126279863481
ADORA2A	0.08189206084600958
MPP2	0.08180689226948153
FANK1	0.08159163987138264
DND1	0.08139534883720931
EPHX1	0.08108108108108109
CTHRC1	0.08103073579633654
SULT2B1	0.08059132093466857
KYNU	0.08048021342819031
INHBE	0.08030592734225621
GPC1	0.0798304486047333
SLPI	0.0797979797979798
TMCC2	0.07968901846452867
MKX	0.07966522008679479
AGBL2	0.07938931297709924
UPK3B	0.07904050334250885
PLA2G4C	0.07894736842105263
GADD45B	0.07894736842105263
AOC2	0.07854703508227259
SCN8A	0.07853757616790792
ALDH3A2	0.078531796841656
UBD	0.07852193995381063
DDIT3	0.07829181494661921
SYCP2	0.07823657249301459
CD14	0.07746478873239436
CACNG8	0.07678938220887976
DUSP10	0.07631578947368421
HYDIN	0.07628596338273758
EDN1	0.076158940397351
LAG3	0.07598039215686274
NUBP2	0.07590810307357963
SPSB1	0.07574688308633262
PDZK1IP1	0.0757396449704142
ALPK3	0.07558859975216853
CENPP	0.07555178268251274
SERINC5	0.07528717789506364
LCN2	0.0751592356687898
ERN1	0.07490922988725396
PSAT1	0.07482993197278912
SLC9A2	0.07482148401117665
ZMYND12	0.07482148401117665
MAF	0.07442258340461934
ADPRHL1	0.07426054122089365
TRIM2	0.07413010590015129
ALDH1L2	0.0740674318507891
AMOT	0.07394366197183098
RECQL4	0.07378387202089455
LGI3	0.0732519422863485
CLEC11A	0.07273237854535243
ZFP36L1	0.07238605898123325
COL11A2	0.07216494845360824
PRG2	0.072
PARD6B	0.07193849533223504
SAMHD1	0.07142857142857142
DUSP1	0.07142857142857142
KAZALD1	0.07138047138047138
VAV3	0.07134767836919592
SLAMF9	0.07104557640750671
CTH	0.07096774193548387
LYPLAL1	0.07094070164545173
PDK4	0.07077625570776255
MYO7A	0.070625
CRYM	0.07053140096618357
LRRC6	0.07047849369493868
ADPRH	0.07038391224862889
CCNB1	0.06999195494770716
F3	0.06995230524642289
CCNG2	0.06983930778739184
PROX1	0.06976744186046512
CALD1	0.0696774193548387
DIO2	0.06936416184971098
GULP1	0.06928714190539641
EPHA4	0.0691619202603743
IL7R	0.06903225806451613
SUSD3	0.06872605363984674
SLC6A12	0.06864635557269572
HPGD	0.06837209302325581
POR	0.0682571239231279
SNX22	0.0682261208576998
ENG	0.06778587266392144
DDO	0.06759840273816314
CDH6	0.06696035242290749
UCP3	0.0667739340305712
LYSMD2	0.06674945669046879
KCNC3	0.06666666666666667
PLA2G4F	0.06646525679758308
CHD2	0.0664451827242525
VIL1	0.06620298815043792
FBXO6	0.0659146206591462
CLK4	0.06584362139917696
ZBTB37	0.06497438285980438
AATK	0.06495726495726496
MYO18B	0.06478102189781022
RASL11A	0.06439393939393939
SLC22A17	0.06424792139077853
TUBB3	0.06420233463035019
CD86	0.0641025641025641
CATSPER3	0.06348959950325986
PRKRIP1	0.06348959950325986
PROC	0.06343419613561793
POLR2L	0.06333436820863086
CPT1C	0.06311881188118812
PARD6G	0.06309904153354633
NPR1	0.06291997556505803
SH3TC1	0.06274256144890039
PXMP2	0.062370676913981675
APC2	0.061601642710472276
ALOX12B	0.061507936507936505
FSD1L	0.061488143908421916
TLR1	0.06148055207026349
HES6	0.061196105702364396
TMEM37	0.0608
CSF2	0.06072874493927125
TRIM29	0.06063348416289593
MB	0.06051779935275081
IGSF9	0.060449859418931585
FSCN1	0.060445387062566275
PCSK9	0.06036446469248292
ZFP2	0.0603448275862069
BAHCC1	0.06031233171782445
PTAFR	0.059870550161812294
PRSS36	0.05970149253731343
TMEM52	0.059654631083202514
COL6A2	0.05961538461538462
NTS	0.05945358584290593
ICAM1	0.05928853754940711
HKDC1	0.05896414342629482
NFKBIE	0.058823529411764705
ISG15	0.058823529411764705
ARL4D	0.058597837460760374
ST6GALNAC5	0.058409951325040566
CHN1	0.05790127289661596
GBP3	0.0578368999421631
MMRN2	0.057692307692307696
PNRC1	0.057608695652173914
SOX7	0.05745682888540032
GAS2	0.057414698162729656
FFAR2	0.05740740740740741
C1S	0.05737704918032787
SEMA3D	0.057373737373737375
BCL2L14	0.05693261037955073
LAMA4	0.056932350971198926
GADD45G	0.05660377358490566
GPNMB	0.05654761904761905
PARP14	0.05639097744360902
TSPAN8	0.05635300372142477
PPP1R9A	0.056338028169014086
HR	0.05622641509433962
GRIN2D	0.056038497361067995
XDH	0.05595667870036101
TSPAN1	0.05556738343623589
ARC	0.05555555555555555
EGR1	0.05555555555555555
PARP9	0.05555555555555555
ODC1	0.05551883674818242
DOC2A	0.05495187829866501
SPATA17	0.05495187829866501
CYP1B1	0.05463123913583313
SP110	0.05434782608695652
IL15RA	0.05405405405405406
CTXN1	0.053857350800582245
SLC16A6	0.05385139740967962
HELB	0.053844768593553034
LAMA2	0.0537109375
KLF9	0.05362724132258595
WDR90	0.05327468230694037
GGN	0.0529595015576324
TLR3	0.052845528455284556
TBX2	0.05221932114882506
IDH1	0.05185909980430528
LRRC46	0.051847252406085065
RHEBL1	0.05175533840028954
CCDC34	0.05140409328891004
TRIM56	0.05139920045688178
STC2	0.05135520684736091
KIRREL2	0.05115089514066496
CFI	0.05113636363636364
NEDD4	0.05090497737556561
CCNL1	0.05084745762711865
DSEL	0.05073494547178758
CNKSR3	0.05065666041275797
ADM2	0.05054151624548736
OPTN	0.05044101433296582
FGF18	0.05033029254482542
KLF2	0.050200803212851405
PIGZ	0.05
PLXNC1	0.0499752597723899
TMEM140	0.04990757855822551
SAA4	0.04985754985754986
PCYOX1	0.049678550555230856
CAT	0.049490538573508006
PROS1	0.04879725085910653
LGALS4	0.04859469398476491
FOSL2	0.0485781990521327
CLDN2	0.04854368932038835
LIFR	0.04844444444444444
CDKN2AIP	0.048109965635738834
NKD2	0.0479151426481346
SLITRK6	0.04778393351800554
GDF15	0.047619047619047616
UGCG	0.04750935790382954
TMEM71	0.04733009708737864
PELI1	0.04696868754163891
OTUD1	0.046875
STAT4	0.04680581910183428
MDM4	0.04672461968332816
SEC14L4	0.04669260700389105
FGD6	0.04628052243043725
FASN	0.046153846153846156
ASNS	0.04611176240719031
LRMP	0.04597701149425287
PBX1	0.045839210155148094
ID1	0.04562043795620438
NEB	0.045454545454545456
IL18R1	0.04538485127261576
FAAH	0.04517230673703819
RBM43	0.045112781954887216
MME	0.04477611940298507
MDH1B	0.044543429844097995
SYNPO	0.044374009508716325
KCNQ1	0.04408568767463521
