	Relative Rank Change
SLC34A2	0.10942956926658906
PYY	0.10938040844582901
CSF1	0.10925039872408293
IRAK3	0.10920436817472699
IL18R1	0.10919970082273747
PPP1R16B	0.10910628700310121
CPXM1	0.10909924363969746
KRT15	0.10899014778325124
GLDC	0.10890909090909091
GYPC	0.10887690044139284
SEMA3D	0.10876975519057949
SLC2A8	0.10873739798367739
YPEL1	0.10872781065088757
CNOT4	0.10869945737791004
MUC4	0.10862619808306709
ADPRH	0.10861805201427843
ITGB7	0.1084729981378026
ZFP37	0.10832256873961986
CTH	0.10814889336016097
PDE3B	0.10798611111111112
IKZF5	0.1079136690647482
LAGE3	0.10783055198973042
CTSO	0.10775606867969213
WDR72	0.10772277227722772
NEB	0.10770975056689343
MKX	0.10748626373626374
NPFF	0.10747374922791847
CCDC85A	0.10739856801909307
NRTN	0.10733819507748404
ABCG1	0.10729355033152502
DNM1	0.1072
PRR15	0.10707247646157214
CAMKK1	0.10688540889883172
CD22	0.10688376591971627
IL22RA1	0.10682492581602374
PIF1	0.1067463706233988
POR	0.10657095527332965
TAT	0.10651716888577435
WDR62	0.10648262262755731
CCNL1	0.10638297872340426
CYBA	0.10616438356164383
OPTN	0.10600255427841634
CAPN6	0.10568513119533528
TNS1	0.10550814584949574
RNF139	0.10543442889684347
GBP3	0.10532150776053215
GJB1	0.10521662245800177
DHCR7	0.1047898338220919
BCAS1	0.1046808510638298
TUB	0.10463842220598978
FOSL2	0.10443349753694581
PODXL	0.10443152924082819
PIGZ	0.10416666666666667
ODC1	0.10405508798775823
PBX1	0.10392609699769054
CYP1B1	0.10373181530676787
APC2	0.10363924050632911
VTCN1	0.10319148936170212
SKP2	0.1031721589159224
TMEM160	0.10301507537688442
ARL2	0.10296191819464035
NLRP3	0.1028533510285335
WNT4	0.10284293925741805
WDR90	0.10270444301352222
PTAFR	0.10268948655256724
NANOS1	0.10259678190218258
SLPI	0.10253456221198157
CREG2	0.10251757768201407
LTB	0.10204081632653061
REEP1	0.10199692780337942
DBNDD2	0.10192243950944647
TBX2	0.10179640718562874
SLC12A7	0.10176991150442478
CCL20	0.1016949152542373
PCYOX1	0.10162866449511401
DGKG	0.10157545605306799
CHRNA10	0.10156672069151809
FPGT	0.10156099441125457
PCSK1N	0.10141034251175285
GPD1	0.10140636565507032
AMACR	0.10133473832103969
LGALS9	0.10091743119266056
ADAMTS9	0.10080645161290322
MTHFD2	0.10078277886497064
SLC7A2	0.10069686411149825
ACOX2	0.10064516129032258
DUOX1	0.10061601642710473
BPGM	0.10057039927949565
IFIH1	0.1
ZFP36	0.1
IRF1	0.1
TLR2	0.09992542878448919
CSTB	0.09992239037640667
PLCB1	0.0998110831234257
CCNG2	0.09977151561309977
KYNU	0.09974424552429667
TMEM52	0.0996232733361239
LGI3	0.0995260663507109
PSMB10	0.09938922820655191
CHGB	0.09926017262638717
NAV3	0.09918845807033363
MVD	0.09917877447883765
STS	0.0990504963314631
THOP1	0.09884836852207293
RASSF1	0.09882939934753407
MMP11	0.09862068965517241
DUSP10	0.0984251968503937
HHAT	0.09832292009207498
CFI	0.09823182711198428
ADAM23	0.09816549570647931
IL1R2	0.09813407049067036
TTC25	0.09805527123848516
ACAT2	0.09783535026418953
KLF2	0.09766637856525497
CCNT2	0.09764918625678119
BTAF1	0.0975609756097561
BCL2L14	0.09737098344693282
IKBKE	0.09727626459143969
GIPC2	0.09724106739032112
GPNMB	0.09696969696969697
TMED6	0.09652076318742986
PLK1	0.09649952696310313
CDK5	0.0961873427520805
MDH1B	0.09553023663453111
NRIP3	0.09544787077826726
IL15RA	0.09523809523809523
LSS	0.09523809523809523
TRAF1	0.09523809523809523
EPN3	0.09522370012091898
KHK	0.09522160664819945
GPR135	0.09521460286137148
CDC14A	0.09505037231712658
TUBB2B	0.09490509490509491
CXCL14	0.09473042948522693
LCN2	0.09472880061115355
UPK2	0.09467969598262758
HPSE	0.09451765088661135
PRODH	0.09432779692886242
PCF11	0.0943089430894309
GCKR	0.09429335711101204
IDH1	0.09403437815975733
STC2	0.0939524838012959
B3GALNT2	0.0938137321549966
ARRDC3	0.09375
BEST1	0.09366793113510359
ABL2	0.0935672514619883
LAT	0.09355828220858896
PDZK1IP1	0.09318637274549098
HADH	0.09273182957393483
KRBA1	0.0926691320426365
TMEM88	0.09263392857142858
GRAMD1B	0.09255429162357807
MSTO1	0.0924956369982548
SLC9A8	0.09243545766383823
NID2	0.09234638878907654
MND1	0.09208158368326334
TMEM171	0.09202012940330698
TNFSF14	0.092
APLP2	0.09193776520509193
CENPP	0.0913978494623656
INHBA	0.09090909090909091
CALD1	0.09090909090909091
BDH1	0.09081030735796336
AGR3	0.09081030735796336
PTPRZ1	0.0905587668593449
LY75	0.09048821548821549
CYP4B1	0.09046153846153847
RFESD	0.09034461347407638
NMNAT3	0.09034461347407638
CALML3	0.09034461347407638
DUSP19	0.09034461347407638
SEMA5A	0.09034461347407638
NCAPD3	0.09031481162910718
PRSS16	0.08978583196046129
LY6D	0.08977272727272727
MYL9	0.08967391304347826
OLFML3	0.0895212966453072
APOM	0.08947165445430004
ACSS1	0.08929110105580694
FXYD7	0.0892066734763364
IL7R	0.0890840652446675
KRT20	0.08903570866761051
SORT1	0.08891752577319588
RASSF8	0.08869445874077886
PNRC1	0.08868894601542417
BEX2	0.08859060402684564
CDKL3	0.08848968729208251
LAT2	0.08840864440078586
BANK1	0.08777002891648239
FGD2	0.08769604594654297
HSF4	0.08760330578512397
CHD2	0.0873015873015873
MSLN	0.08723913787204926
EPM2AIP1	0.08705938017506505
DAPP1	0.08695652173913043
TMEM37	0.08672086720867209
PDIK1L	0.08658399098083427
GABRA3	0.08655188459748721
GPX3	0.0863849765258216
SYNPO	0.08613138686131387
MAPRE2	0.08604173794047212
PLA2G7	0.08587570621468926
MFGE8	0.08573577337678616
RDM1	0.08560637851447755
NEDD9	0.08551483420593368
SORL1	0.08516886930983847
RBAK	0.08505382036350803
PNRC2	0.08427241548260657
SYTL5	0.08419940109212612
CHDH	0.08392412339528646
ALDH8A1	0.08383101083831011
OAS2	0.08333333333333333
PROX1	0.08333333333333333
MAF	0.08316008316008316
CTDSP2	0.08313498809928596
PLSCR1	0.08291873963515754
PCSK9	0.08290816326530612
TAGLN	0.08274647887323944
CRLF1	0.08247775496235456
SV2B	0.08234019501625135
TMEM40	0.08163265306122448
UNC5CL	0.08116883116883117
BCL3	0.08045977011494253
DNER	0.08045977011494253
IL1A	0.08
MATN2	0.07972972972972973
COL8A1	0.07971014492753623
IL31RA	0.07922024056408129
RASGEF1B	0.07884615384615384
HMOX1	0.07851851851851852
SENP7	0.07764876632801161
TLR3	0.0775716694772344
GAS2	0.07730101539469375
GPC1	0.07726889575723518
KIF20A	0.07714285714285714
FBN1	0.07709622960045019
PCYT2	0.0769588828549263
POLD1	0.0762672453883119
TCF7	0.07553784860557769
NR1D1	0.07526881720430108
SNTB1	0.07467371551296878
UBD	0.07462686567164178
FGG	0.07457059069962296
LRG1	0.07409602845287493
MMAB	0.0738390092879257
RECQL4	0.07370138700027196
TRDMT1	0.07369472895328504
CDCA3	0.07356948228882834
CXCL1	0.07317073170731707
MXD1	0.07291666666666667
RBM43	0.072265625
TNFRSF9	0.07207207207207207
RCN3	0.07183673469387755
EMILIN1	0.07152835987706063
PTX3	0.07142857142857142
CHAC1	0.07142857142857142
FANK1	0.07131313131313131
PAQR5	0.07117895898473423
VPS37D	0.07093821510297482
SCARA5	0.0709355828220859
TRAM1L1	0.07027419647721082
ENG	0.07022394249377938
ATP12A	0.07015810276679842
ARRDC4	0.07003891050583658
SMARCA4	0.06983240223463687
ARHGAP30	0.0696835091615769
PLEKHB1	0.06960950764006792
CRYAB	0.06936416184971098
GDF15	0.06926406926406926
STAT2	0.06923076923076923
LYPLAL1	0.06888544891640867
GFI1	0.06875607385811468
EEF1E1	0.06833525440474231
ZC3H12C	0.06776859504132231
MPP2	0.06743140598356843
DOCK11	0.06735583912130512
KIF26B	0.06727272727272728
ZSWIM5	0.0671785028790787
BST2	0.06666666666666667
PDK2	0.06666666666666667
CCDC15	0.06662820882607441
CPLX2	0.06651376146788991
SYNGR3	0.06651003072474246
PPP1R10	0.0661764705882353
PHF11	0.06607929515418502
MEIG1	0.06600153491941672
CNKSR3	0.06583629893238434
TRAPPC6A	0.06529209621993128
STOML1	0.06496519721577726
BIRC3	0.06493506493506493
MSX1	0.06460674157303371
PLA2G4C	0.06428571428571428
STC1	0.06422018348623854
KCNQ1	0.06408276714021001
BDKRB2	0.06402439024390244
EGR4	0.06387225548902195
LYSMD2	0.06378378378378378
RBP7	0.06273234200743494
EDN2	0.06254709871891484
AKAP12	0.0625
MARCO	0.06243194192377496
CYP1A1	0.06206896551724138
NPM2	0.0620248790601244
SUSD2	0.06172456575682382
POLR2L	0.06165018541409147
GBP1	0.06153846153846154
SLC22A14	0.06151645207439199
SOX21	0.061406518010291594
GPR146	0.061206708778043996
KBTBD8	0.0608
PTK2B	0.06060606060606061
CYP39A1	0.06045831301803998
CTNND2	0.0596906718221363
HSF2	0.059608703602121046
TNFSF13B	0.05952380952380952
IL33	0.05951417004048583
PRSS36	0.059233449477351915
RBM39	0.05887470997679815
IRF7	0.058823529411764705
PSTPIP1	0.05873015873015873
RTN4RL2	0.05872756933115824
KCNJ10	0.058647117627457515
PPARGC1A	0.058215329287480334
H2AFX	0.058011602320464095
BMP2	0.05793450881612091
BMP4	0.057692307692307696
DTX2	0.057669541687806525
BTG2	0.05737704918032787
COX6B2	0.05730129390018484
RAB37	0.057279236276849645
LYNX1	0.057245080500894455
BCAT1	0.05699481865284974
CAT	0.056925996204933584
NKD2	0.056891943489881636
SLC11A1	0.05683563748079877
CASD1	0.05665158371040724
TSPAN1	0.055985598559855985
C2	0.0556640625
KRT8	0.055544252288911494
CLK4	0.055441478439425054
LRMP	0.055401662049861494
SMNDC1	0.055357419755000775
PTGER4	0.05515587529976019
EYA1	0.05509641873278237
CHN1	0.05495689655172414
NUBP2	0.054756380510440836
HBP1	0.05419354838709677
FOSB	0.05405405405405406
GRIN2D	0.05377839592025962
MAP3K8	0.05357142857142857
DUOXA2	0.05332600329851567
DPF3	0.05325875486381323
ALOX12B	0.053169734151329244
CDKN2AIP	0.05307855626326964
DOC2A	0.05191214867147904
SPATA17	0.05191214867147904
DNAJB4	0.051597051597051594
ADAM32	0.051347881899871634
MPV17L	0.05115993240129052
GCHFR	0.05115747356387539
KCNE3	0.05046583850931677
IFITM2	0.050314465408805034
GTF2B	0.050015484670176524
WTAP	0.05
PARD6B	0.04953095684803002
SYT16	0.049448459490300495
SEMA7A	0.04941176470588235
AOC3	0.04938271604938271
HBEGF	0.04938271604938271
LRRC46	0.04878801914466574
SALL4	0.04796934865900383
SLC25A37	0.04779668920494288
ZBP1	0.047619047619047616
ARHGAP19	0.04742684157416751
HIST1H1D	0.04736275565123789
DPYSL5	0.047337278106508875
IL10RA	0.046610169491525424
PYGM	0.046511627906976744
FBXO15	0.04637501932292472
TCN2	0.046349942062572425
ALDH16A1	0.04596637359247262
CDH26	0.04596637359247262
CTSD	0.0456140350877193
SLC16A6	0.045454545454545456
FST	0.045368620037807186
TLK2	0.04526494670168392
GDA	0.04525440313111546
XDH	0.04487179487179487
NGEF	0.04482977373651935
PRDX3	0.04481132075471698
DNAJA4	0.04477611940298507
TTYH3	0.044666923373122835
GPR176	0.04395304395304395
TIMP4	0.043559322033898305
EGR1	0.043478260869565216
ANGPT1	0.043233895373973194
AREG	0.0427807486631016
SLFN5	0.04198473282442748
SMCHD1	0.04156479217603912
NTS	0.04146828444171402
GSTM4	0.041251341818739455
MBOAT1	0.04072116879079888
GALC	0.04068396226415094
NT5DC2	0.04054054054054054
OAS3	0.04
DUSP4	0.03995327102803738
PLAUR	0.03980099502487562
SYCP2	0.039345779972226505
KLHDC7A	0.03933364183248496
PDE4D	0.039330922242314645
VAMP2	0.039298669891172915
HS6ST2	0.038820212535241816
VIL1	0.03870192307692308
SAMD9L	0.038461538461538464
SPRY2	0.03826530612244898
NMI	0.03807106598984772
COMMD4	0.03775476110925493
FSTL4	0.037199124726477024
DUSP1	0.037037037037037035
RBP4	0.036945432060596695
VCAM1	0.036885245901639344
THSD7A	0.036734693877551024
SLC9A2	0.03632148377125193
ZMYND12	0.03632148377125193
PKMYT1	0.03600110772639158
KIRREL2	0.03576642335766423
B3GNT7	0.035634743875278395
HHEX	0.03557567917205692
VNN3	0.035386631716906945
TESC	0.034982277700724304
MVK	0.034982277700724304
RNF157	0.03498085624782457
C1QTNF3	0.03492063492063492
SEC14L4	0.03488372093023256
NR4A2	0.03480278422273782
COL24A1	0.03463203463203463
SULT1C2	0.03442711135018827
SPATA13	0.03424080830760595
AMIGO1	0.03418803418803419
NGFR	0.03418803418803419
SLCO2A1	0.034013605442176874
SNX22	0.033693579148124604
NCALD	0.03368421052631579
CORO6	0.03360160965794769
CTXN1	0.033271719038817
AOC2	0.033097290640394086
GULP1	0.03307086614173228
PARD6G	0.03292181069958848
ESR1	0.03236058942502167
TNF	0.03225806451612903
MEGF6	0.03222294796429349
CTHRC1	0.0321632905520334
NR1D2	0.0321285140562249
FAAH	0.03201970443349754
SAA4	0.031746031746031744
ZBTB7C	0.031708749266001174
SAMSN1	0.03140421713772992
ADRB2	0.03139013452914798
RND3	0.03125
SP110	0.030927835051546393
DMC1	0.03056768558951965
COL6A1	0.030431277710600564
KLRG2	0.030392156862745098
ARSG	0.03035413153456998
RBKS	0.03028009084027252
SPA17	0.029864532019704435
PTPRR	0.029539188656951557
CD274	0.029411764705882353
IFI35	0.029411764705882353
MAOB	0.02926829268292683
LOXL4	0.029206859592711683
ADCY1	0.02909258831678596
FASN	0.028309741881765195
ZFP36L1	0.02809917355371901
ISLR	0.028021015761821366
AP4M1	0.027807650944845597
EDN1	0.027649769585253458
PARP9	0.02702702702702703
KCNC3	0.026217228464419477
HDAC9	0.02617801047120419
EIF2AK2	0.02608695652173913
PLXNC1	0.025945144551519646
CNIH2	0.025578562728380026
MIER3	0.025570525158097334
SLITRK6	0.025213501423342822
LRRC45	0.025210084033613446
ZFYVE28	0.02476038338658147
S100A9	0.024327784891165175
PAQR4	0.0241260462826194
CYP27B1	0.02389762565525748
SDSL	0.023754434675304643
ZNRD1	0.023754434675304643
UNC5A	0.023754434675304643
AGTRAP	0.023754434675304643
HYDIN	0.023741007194244605
NUPR1	0.02368421052631579
EHD1	0.023594180102241447
NR4A1	0.023529411764705882
CTGF	0.0234375
THBS1	0.023333333333333334
NUDT4	0.023272381857041082
AMOTL2	0.023026315789473683
TRIM29	0.022939346811819597
ST6GALNAC5	0.02289740202553941
PDZD2	0.02258064516129032
SLC39A2	0.022222222222222223
KRT19	0.0199764982373678
RASGRP3	0.0196078431372549
MAN1C1	0.01903807615230461
TGM1	0.018154311649016642
NCF1	0.017982456140350878
SPRR1A	0.01791044776119403
LENG9	0.017406227016425593
SLC15A3	0.017241379310344827
TDRD7	0.01694915254237288
ITGAM	0.016286644951140065
SLC5A10	0.01607565011820331
